visit_id,constituency_id,visit_date,visit_time,location_ward,visit_type,visit_category,leader_name,leader_role,total_attendance,grievances_count,grievances_resolved_on_spot,public_sentiment,sentiment_score,photos_count,videos_count,media_coverage,recorded_by,verification_status,created_at,updated_at
df467191-7563-4523-b525-7bd1b78897c2,PC02,2025-07-30,18:45:00,Husnabad,public_meeting,scheduled,MP Peddapalle,MP,1016,16,12,positive,-0.23,16,3,yes,volunteer_16,pending,2025-07-30 20:00:00,2025-07-30 22:00:00
6df40c6e-be07-4a5d-9a61-e6e88251e8b2,PC02,2025-10-21,13:45:00,Sircilla,inspection,emergency,MP Peddapalle,MP,283,7,7,very_negative,0.5,5,4,yes,volunteer_15,verified,2025-10-21 20:00:00,2025-10-21 22:00:00
2050a164-33d4-45ec-8d01-4b9e0d1256fc,PC02,2025-10-24,12:30:00,Husnabad,event,emergency,MP Peddapalle,MP,1710,35,13,positive,0.06,6,0,no,volunteer_8,pending,2025-10-24 20:00:00,2025-10-24 22:00:00
a52421f5-6dfa-48df-9c64-0d70f8d32d2a,PC02,2025-12-19,14:30:00,Peddapalle,public_meeting,scheduled,MP Peddapalle,Minister,466,33,8,very_positive,0.82,23,3,yes,volunteer_16,verified,2025-12-19 20:00:00,2025-12-19 22:00:00
07dd2b21-d309-4398-8eb7-7c505ecb01b3,PC02,2025-04-09,14:30:00,Karimnagar,inspection,impromptu,MP Peddapalle,MLA,209,50,16,very_negative,0.75,23,5,no,volunteer_5,verified,2025-04-09 20:00:00,2025-04-09 22:00:00
d818c9df-f234-48aa-99b3-8eae523048c6,PC02,2025-05-05,13:30:00,Vemulawada,inspection,impromptu,MP Peddapalle,MP,1438,23,11,neutral,0.28,40,1,no,volunteer_11,verified,2025-05-05 20:00:00,2025-05-05 22:00:00
35f6dd8d-d510-494b-8f84-51eff9ad59cf,PC02,2025-06-20,10:15:00,Vemulawada,inspection,impromptu,MP Peddapalle,MP,1361,50,10,very_positive,0.82,44,0,no,volunteer_16,pending,2025-06-20 20:00:00,2025-06-20 22:00:00
514e6492-267e-4c74-bf78-767d33501842,PC02,2025-04-18,11:30:00,Choppadandi,office_hours,impromptu,MP Peddapalle,MLA,480,38,9,very_negative,0.0,14,4,yes,volunteer_6,verified,2025-04-18 20:00:00,2025-04-18 22:00:00
688b80b0-6a7e-41fb-8ac5-18e555fa60bd,PC02,2025-06-08,10:30:00,Vemulawada,office_hours,scheduled,MP Peddapalle,Minister,1855,44,20,neutral,0.04,13,3,yes,volunteer_12,verified,2025-06-08 20:00:00,2025-06-08 22:00:00
52734cf8-02cd-40a9-ac6d-f0a5364201cb,PC02,2025-08-06,12:30:00,Karimnagar,house_visit,impromptu,MP Peddapalle,Minister,1027,49,11,very_negative,0.04,9,2,yes,volunteer_3,pending,2025-08-06 20:00:00,2025-08-06 22:00:00
b7f79f3f-6b9d-4005-885d-1475f3a9b436,PC02,2025-06-08,16:00:00,Husnabad,event,impromptu,MP Peddapalle,MP,801,43,20,neutral,0.07,5,3,yes,volunteer_11,verified,2025-06-08 20:00:00,2025-06-08 22:00:00
75392a20-65d7-49bc-80f8-0dd1addb53bc,PC02,2025-07-09,15:30:00,Peddapalle,public_meeting,scheduled,MP Peddapalle,MP,178,22,6,positive,0.86,23,5,yes,volunteer_9,pending,2025-07-09 20:00:00,2025-07-09 22:00:00
e1554692-4607-40dc-80ec-175b30d9b8ea,PC02,2025-09-23,18:15:00,Karimnagar,house_visit,emergency,MP Peddapalle,MP,777,50,16,positive,-0.15,17,1,yes,volunteer_3,pending,2025-09-23 20:00:00,2025-09-23 22:00:00
c1cf1c01-d752-409d-b62e-80868af21465,PC02,2025-02-04,09:15:00,Karimnagar,event,impromptu,MP Peddapalle,MLA,1730,20,3,positive,0.66,14,2,no,volunteer_6,pending,2025-02-04 20:00:00,2025-02-04 22:00:00
6f3d8efd-1960-4093-bb9a-4a28813429ed,PC02,2025-08-18,08:00:00,Husnabad,inspection,impromptu,MP Peddapalle,MLA,522,6,16,very_negative,0.46,46,2,yes,volunteer_18,verified,2025-08-18 20:00:00,2025-08-18 22:00:00
07453ffa-3731-4274-a77c-a862b7afd07d,PC02,2025-08-25,10:45:00,Husnabad,house_visit,scheduled,MP Peddapalle,Minister,1949,14,20,neutral,0.3,23,0,no,volunteer_11,verified,2025-08-25 20:00:00,2025-08-25 22:00:00
45865613-d2f8-47e7-a2e7-dedcfc66158d,PC02,2025-04-04,11:15:00,Vemulawada,public_meeting,emergency,MP Peddapalle,MP,1121,12,9,very_negative,0.24,8,4,no,volunteer_11,verified,2025-04-04 20:00:00,2025-04-04 22:00:00
fdb6d90f-08ee-46c6-9795-a0696db438a1,PC02,2025-11-01,14:00:00,Sircilla,event,impromptu,MP Peddapalle,MLA,1380,15,7,very_positive,0.5,33,0,yes,volunteer_6,verified,2025-11-01 20:00:00,2025-11-01 22:00:00
89eb693f-7b16-496b-8e1e-d851f69d3c4a,PC02,2025-10-02,11:15:00,Vemulawada,house_visit,impromptu,MP Peddapalle,MP,1890,40,8,very_negative,0.24,46,1,yes,volunteer_8,verified,2025-10-02 20:00:00,2025-10-02 22:00:00
5f958258-9d7c-48fe-809a-bf79db6c1131,PC02,2025-03-30,17:45:00,Karimnagar,office_hours,impromptu,MP Peddapalle,Minister,1008,29,6,negative,-0.06,8,4,yes,volunteer_16,pending,2025-03-30 20:00:00,2025-03-30 22:00:00
3104a556-5d0a-4ef2-b1a8-9761820b89a0,PC02,2025-09-13,11:15:00,Peddapalle,event,impromptu,MP Peddapalle,MP,561,17,11,neutral,0.12,10,5,no,volunteer_11,pending,2025-09-13 20:00:00,2025-09-13 22:00:00
4ac9d4af-4755-4a6b-acda-f36f53d4685b,PC02,2025-06-07,17:00:00,Karimnagar,public_meeting,emergency,MP Peddapalle,MLA,751,37,16,very_positive,0.78,21,2,no,volunteer_18,pending,2025-06-07 20:00:00,2025-06-07 22:00:00
7d18da8d-de59-4eb3-bf74-d48766f861b0,PC02,2025-01-24,12:15:00,Vemulawada,house_visit,impromptu,MP Peddapalle,MLA,1162,10,7,very_negative,0.77,38,4,yes,volunteer_16,verified,2025-01-24 20:00:00,2025-01-24 22:00:00
11cc16f0-7241-43ef-a8fc-a552fa88a938,PC02,2025-07-31,18:00:00,Huzurabad,office_hours,emergency,MP Peddapalle,MP,1772,41,10,very_positive,-0.09,11,2,no,volunteer_17,verified,2025-07-31 20:00:00,2025-07-31 22:00:00
068a7c71-3f49-4728-88ac-4638e646a47b,PC02,2025-02-22,08:30:00,Sircilla,inspection,impromptu,MP Peddapalle,MLA,328,34,7,negative,-0.3,11,0,no,volunteer_13,verified,2025-02-22 20:00:00,2025-02-22 22:00:00
133f31e7-39fc-4dac-b5da-9dfb188fbbea,PC02,2025-11-10,11:45:00,Husnabad,office_hours,impromptu,MP Peddapalle,MLA,789,25,6,neutral,-0.06,44,1,yes,volunteer_4,verified,2025-11-10 20:00:00,2025-11-10 22:00:00
5a043a28-1935-4e9c-959a-a02f275fb6bd,PC02,2025-06-10,17:30:00,Sircilla,inspection,impromptu,MP Peddapalle,MLA,937,33,11,very_negative,0.27,12,2,no,volunteer_7,verified,2025-06-10 20:00:00,2025-06-10 22:00:00
63779448-40e1-48fb-9cfc-eb202c85eb8a,PC03,2025-08-16,14:00:00,Sircilla,public_meeting,emergency,MP Karimnagar,Minister,52,20,2,neutral,-0.11,41,4,no,volunteer_7,pending,2025-08-16 20:00:00,2025-08-16 22:00:00
7d5c98cb-73db-4700-98d6-150a6c2decc5,PC03,2025-10-05,17:30:00,Vemulawada,public_meeting,scheduled,MP Karimnagar,MLA,1639,35,9,neutral,0.22,23,2,no,volunteer_7,verified,2025-10-05 20:00:00,2025-10-05 22:00:00
0b2f60b6-6647-4bb1-a8d8-9f3191321951,PC03,2025-06-18,13:30:00,Huzurnagar,public_meeting,impromptu,MP Karimnagar,MLA,1414,48,9,positive,-0.06,47,5,yes,volunteer_13,verified,2025-06-18 20:00:00,2025-06-18 22:00:00
54af5389-b846-4fbe-b465-0f7b397d67b2,PC03,2025-02-28,18:30:00,Karimnagar,inspection,impromptu,MP Karimnagar,MP,1394,28,6,very_negative,0.24,27,1,yes,volunteer_14,verified,2025-02-28 20:00:00,2025-02-28 22:00:00
c57fbb26-6173-4467-a66e-8d05ccc625e9,PC03,2025-09-07,18:15:00,Manakondur,event,scheduled,MP Karimnagar,Minister,167,15,20,positive,0.48,42,1,no,volunteer_11,verified,2025-09-07 20:00:00,2025-09-07 22:00:00
86017447-b2d4-4c65-9ceb-46f8a056f298,PC03,2025-10-19,12:30:00,Karimnagar,inspection,emergency,MP Karimnagar,MLA,1923,35,10,neutral,0.33,47,0,no,volunteer_17,verified,2025-10-19 20:00:00,2025-10-19 22:00:00
e57a1ad3-bdd1-46a7-a8c2-40c3d5452929,PC03,2025-10-13,08:00:00,Karimnagar,event,emergency,MP Karimnagar,MLA,1777,50,16,very_negative,0.82,19,1,yes,volunteer_18,pending,2025-10-13 20:00:00,2025-10-13 22:00:00
b6b15d08-d450-4efb-b310-66aedfeed264,PC03,2025-10-29,10:30:00,Choppadandi,house_visit,impromptu,MP Karimnagar,MLA,552,44,9,negative,-0.18,10,2,no,volunteer_1,verified,2025-10-29 20:00:00,2025-10-29 22:00:00
26412fbc-6520-42e0-ba48-5fb5f496ec25,PC03,2025-04-03,16:45:00,Choppadandi,event,scheduled,MP Karimnagar,MLA,1125,35,2,negative,0.61,25,1,yes,volunteer_6,pending,2025-04-03 20:00:00,2025-04-03 22:00:00
dc46a4eb-4a15-4d89-8b96-72fe6d7ebed7,PC03,2025-10-20,18:30:00,Korutla,public_meeting,scheduled,MP Karimnagar,Minister,76,32,13,negative,0.86,19,5,no,volunteer_15,verified,2025-10-20 20:00:00,2025-10-20 22:00:00
08193402-3650-47ea-99f4-1680eac84ae7,PC03,2025-09-08,08:15:00,Korutla,event,emergency,MP Karimnagar,MP,1513,38,13,very_positive,-0.15,11,4,yes,volunteer_4,verified,2025-09-08 20:00:00,2025-09-08 22:00:00
47efe1ed-ddc4-408a-8679-fc42f00724d1,PC03,2025-05-05,16:45:00,Manakondur,office_hours,impromptu,MP Karimnagar,MLA,367,17,9,neutral,0.64,32,2,no,volunteer_6,verified,2025-05-05 20:00:00,2025-05-05 22:00:00
410e1196-457f-4d45-8087-d6a45035f00a,PC03,2025-05-03,18:00:00,Huzurnagar,inspection,emergency,MP Karimnagar,MLA,495,39,11,positive,0.52,17,0,no,volunteer_15,verified,2025-05-03 20:00:00,2025-05-03 22:00:00
6c833847-1bae-4977-8f9e-8e399c318b8b,PC03,2025-12-14,16:00:00,Sircilla,event,scheduled,MP Karimnagar,Minister,1682,24,10,very_positive,0.1,43,0,yes,volunteer_7,verified,2025-12-14 20:00:00,2025-12-14 22:00:00
f70d8a75-8678-47e5-a858-80dbfc3c6629,PC03,2025-03-30,16:15:00,Manakondur,public_meeting,emergency,MP Karimnagar,MP,1847,46,7,neutral,0.3,46,4,yes,volunteer_15,verified,2025-03-30 20:00:00,2025-03-30 22:00:00
ffbe700f-c81c-4e27-b31d-f5a54faa24e6,PC03,2025-02-04,13:15:00,Vemulawada,house_visit,impromptu,MP Karimnagar,MP,1932,21,17,very_negative,0.03,48,5,no,volunteer_15,verified,2025-02-04 20:00:00,2025-02-04 22:00:00
e195762f-1a32-4262-bf1c-2711287b88a2,PC03,2025-03-30,18:45:00,Choppadandi,event,impromptu,MP Karimnagar,MLA,286,20,20,negative,0.46,47,3,no,volunteer_15,verified,2025-03-30 20:00:00,2025-03-30 22:00:00
7bf95241-5303-480d-91e9-ef7965640b30,PC03,2025-12-30,15:15:00,Sircilla,office_hours,scheduled,MP Karimnagar,MLA,1837,49,6,very_negative,0.78,24,2,yes,volunteer_20,verified,2025-12-30 20:00:00,2025-12-30 22:00:00
0ce6a321-9ca8-4dc6-906b-691871849319,PC03,2025-10-10,14:45:00,Choppadandi,house_visit,emergency,MP Karimnagar,Minister,555,22,10,negative,0.18,13,0,yes,volunteer_3,pending,2025-10-10 20:00:00,2025-10-10 22:00:00
f1c05c1f-cd62-43e4-820f-4b2efd5b1c75,PC03,2025-11-08,13:15:00,Karimnagar,public_meeting,emergency,MP Karimnagar,MP,1929,23,5,very_positive,0.15,18,2,yes,volunteer_16,pending,2025-11-08 20:00:00,2025-11-08 22:00:00
eddd27a1-fa13-4c2f-b712-41bb78bd6e59,PC03,2025-08-23,09:15:00,Choppadandi,house_visit,emergency,MP Karimnagar,MP,995,33,15,negative,0.39,17,5,no,volunteer_17,verified,2025-08-23 20:00:00,2025-08-23 22:00:00
c24a6264-14d1-43ad-b52b-8131720637d3,PC03,2025-07-17,17:45:00,Korutla,public_meeting,scheduled,MP Karimnagar,MLA,1861,5,14,negative,0.18,48,1,no,volunteer_8,verified,2025-07-17 20:00:00,2025-07-17 22:00:00
ff4be4a8-4c00-4d28-a490-6d67e890999b,PC03,2025-02-14,09:45:00,Vemulawada,public_meeting,emergency,MP Karimnagar,Minister,469,9,17,very_positive,-0.22,31,0,yes,volunteer_6,pending,2025-02-14 20:00:00,2025-02-14 22:00:00
5cbf1be9-12bc-47fe-8d03-d02248359aae,PC03,2025-03-10,08:30:00,Manakondur,house_visit,emergency,MP Karimnagar,MLA,1029,43,9,positive,-0.03,21,4,yes,volunteer_6,pending,2025-03-10 20:00:00,2025-03-10 22:00:00
e2297bf5-fdbf-4f07-9bc2-f874166182d6,PC03,2025-08-01,11:15:00,Vemulawada,public_meeting,scheduled,MP Karimnagar,MLA,653,12,17,very_positive,0.89,33,0,yes,volunteer_17,verified,2025-08-01 20:00:00,2025-08-01 22:00:00
5697be64-e028-416e-9211-6e2334168d67,PC03,2025-07-19,14:30:00,Manakondur,event,impromptu,MP Karimnagar,MLA,920,40,7,very_negative,0.18,34,2,no,volunteer_8,pending,2025-07-19 20:00:00,2025-07-19 22:00:00
6982fe73-cfe8-4a3b-9f2b-86ced30bc0cb,PC03,2025-06-19,16:15:00,Choppadandi,office_hours,scheduled,MP Karimnagar,MP,1700,14,14,negative,0.18,28,3,yes,volunteer_6,pending,2025-06-19 20:00:00,2025-06-19 22:00:00
3edb32c5-991d-42dd-9147-ef9e58ec36b6,PC03,2025-03-29,08:15:00,Korutla,inspection,impromptu,MP Karimnagar,MLA,1910,44,8,very_positive,0.24,50,3,no,volunteer_4,pending,2025-03-29 20:00:00,2025-03-29 22:00:00
13359d3c-91fd-40af-beef-7f7a3a401749,PC03,2025-04-16,16:00:00,Vemulawada,house_visit,impromptu,MP Karimnagar,Minister,808,19,10,very_negative,0.31,49,3,yes,volunteer_1,pending,2025-04-16 20:00:00,2025-04-16 22:00:00
826bb3eb-a704-40d6-8f39-9e366e647840,PC03,2025-04-26,16:45:00,Vemulawada,event,emergency,MP Karimnagar,MLA,1513,28,15,very_positive,0.04,41,4,no,volunteer_9,verified,2025-04-26 20:00:00,2025-04-26 22:00:00
e2d6ec57-7420-479c-aaaf-1f33cb5c1437,PC03,2025-12-19,14:45:00,Vemulawada,event,emergency,MP Karimnagar,MP,1835,14,2,negative,0.04,47,4,yes,volunteer_14,verified,2025-12-19 20:00:00,2025-12-19 22:00:00
4e9f229b-5745-4adb-b72c-9edf9bf625a3,PC03,2025-03-09,12:00:00,Choppadandi,house_visit,emergency,MP Karimnagar,Minister,1869,37,8,positive,-0.21,8,1,yes,volunteer_13,pending,2025-03-09 20:00:00,2025-03-09 22:00:00
9e45cd8c-2189-47a5-bfed-314960730583,PC03,2025-03-01,14:15:00,Sircilla,inspection,scheduled,MP Karimnagar,MP,1219,19,17,positive,0.24,29,0,no,volunteer_10,verified,2025-03-01 20:00:00,2025-03-01 22:00:00
565b6378-e77c-4820-905e-66ceb3084a78,PC03,2025-07-03,12:00:00,Karimnagar,public_meeting,scheduled,MP Karimnagar,Minister,1330,41,13,positive,0.82,42,1,no,volunteer_6,verified,2025-07-03 20:00:00,2025-07-03 22:00:00
ce377a16-a8b4-44d8-96c1-a8766b6d4e33,PC03,2025-07-12,17:15:00,Huzurnagar,inspection,scheduled,MP Karimnagar,MP,776,41,2,very_positive,0.63,42,5,no,volunteer_19,pending,2025-07-12 20:00:00,2025-07-12 22:00:00
589e1e5e-d028-4183-b172-2e33944d0e1a,PC03,2025-12-25,11:30:00,Huzurnagar,inspection,emergency,MP Karimnagar,MLA,1670,31,8,very_positive,0.85,26,5,yes,volunteer_17,verified,2025-12-25 20:00:00,2025-12-25 22:00:00
ee0b6dd7-b81a-4286-b4d7-cb8581e699c7,PC03,2025-02-05,15:15:00,Choppadandi,event,impromptu,MP Karimnagar,MP,443,12,13,negative,0.42,30,5,no,volunteer_7,verified,2025-02-05 20:00:00,2025-02-05 22:00:00
d4afad9b-157b-4be5-8baf-552b64add4af,PC03,2025-03-31,11:00:00,Vemulawada,office_hours,scheduled,MP Karimnagar,MP,508,6,17,very_positive,0.29,23,4,yes,volunteer_16,verified,2025-03-31 20:00:00,2025-03-31 22:00:00
88eebb82-43c5-4026-bb7b-3841c6a3752a,PC03,2025-09-04,17:00:00,Manakondur,public_meeting,scheduled,MP Karimnagar,Minister,358,7,11,positive,0.59,18,0,yes,volunteer_4,verified,2025-09-04 20:00:00,2025-09-04 22:00:00
ed207aa8-05e1-41be-b70a-c7ed89df7944,PC03,2025-07-03,09:00:00,Korutla,inspection,scheduled,MP Karimnagar,Minister,784,49,10,negative,-0.05,48,5,no,volunteer_3,verified,2025-07-03 20:00:00,2025-07-03 22:00:00
55f99e9a-dba7-4854-a42b-35cf82beed19,PC03,2025-07-25,08:00:00,Karimnagar,house_visit,emergency,MP Karimnagar,MLA,1375,30,14,positive,0.67,10,4,no,volunteer_2,pending,2025-07-25 20:00:00,2025-07-25 22:00:00
8305a6bb-a833-4193-bbcb-18d1efdc0b01,PC03,2025-09-24,13:45:00,Karimnagar,house_visit,emergency,MP Karimnagar,Minister,1934,7,15,neutral,0.27,7,3,no,volunteer_15,pending,2025-09-24 20:00:00,2025-09-24 22:00:00
ec99aef6-6c90-4c84-b1ff-d094e7477f9f,PC03,2025-08-11,17:45:00,Choppadandi,event,scheduled,MP Karimnagar,MLA,966,12,16,neutral,0.03,48,1,yes,volunteer_13,verified,2025-08-11 20:00:00,2025-08-11 22:00:00
4adc25e7-0cd6-433f-a96b-87c9b69193f2,PC03,2025-01-20,10:15:00,Vemulawada,event,emergency,MP Karimnagar,MLA,137,31,3,very_negative,0.76,10,1,no,volunteer_10,verified,2025-01-20 20:00:00,2025-01-20 22:00:00
e9ab7e77-4c8d-43f3-a445-3f44a37aede2,PC03,2025-02-21,15:00:00,Manakondur,house_visit,scheduled,MP Karimnagar,Minister,1873,32,5,negative,0.83,42,5,yes,volunteer_13,verified,2025-02-21 20:00:00,2025-02-21 22:00:00
bb532842-8ec1-421e-895c-48111c5bc673,PC03,2025-07-03,18:30:00,Karimnagar,event,scheduled,MP Karimnagar,MLA,669,14,20,very_negative,0.15,47,4,yes,volunteer_10,pending,2025-07-03 20:00:00,2025-07-03 22:00:00
651e6b02-31ae-4267-b1be-c12c52cc50e4,PC03,2025-03-07,14:00:00,Manakondur,office_hours,scheduled,MP Karimnagar,MLA,1601,41,7,negative,0.14,31,2,no,volunteer_4,verified,2025-03-07 20:00:00,2025-03-07 22:00:00
f4240946-b4cf-404a-aeb9-2c1795a1eda8,PC03,2025-06-17,15:00:00,Manakondur,event,impromptu,MP Karimnagar,Minister,1674,36,16,very_negative,-0.1,29,2,no,volunteer_15,verified,2025-06-17 20:00:00,2025-06-17 22:00:00
329db257-aada-49d4-93f9-acad7d511e0d,PC03,2025-06-26,10:15:00,Sircilla,public_meeting,scheduled,MP Karimnagar,MLA,1796,32,7,neutral,0.22,37,0,no,volunteer_12,verified,2025-06-26 20:00:00,2025-06-26 22:00:00
7de33827-42cd-427a-848c-5a6abd57933a,PC03,2025-08-12,18:45:00,Karimnagar,public_meeting,impromptu,MP Karimnagar,Minister,705,18,18,negative,0.41,35,0,yes,volunteer_20,verified,2025-08-12 20:00:00,2025-08-12 22:00:00
4c390f15-5f98-471b-ac6a-d98fe4bd6349,PC03,2025-10-26,11:15:00,Korutla,event,scheduled,MP Karimnagar,Minister,1991,5,11,very_negative,-0.05,30,1,yes,volunteer_17,verified,2025-10-26 20:00:00,2025-10-26 22:00:00
d3e55dc7-ae16-47a2-bdff-00cc63207632,PC03,2025-06-21,10:15:00,Vemulawada,event,emergency,MP Karimnagar,MLA,1197,40,18,positive,0.82,8,1,yes,volunteer_6,verified,2025-06-21 20:00:00,2025-06-21 22:00:00
c8e19c4e-2297-42b0-96e4-1e1c05d450af,PC03,2025-01-01,10:45:00,Korutla,event,scheduled,MP Karimnagar,MLA,1900,24,15,very_positive,-0.04,6,3,yes,volunteer_18,verified,2025-01-01 20:00:00,2025-01-01 22:00:00
2bd16672-5685-403b-a41e-3ff3f73dec12,PC03,2025-08-19,12:00:00,Choppadandi,office_hours,scheduled,MP Karimnagar,MP,1970,16,14,very_positive,-0.12,23,3,yes,volunteer_8,verified,2025-08-19 20:00:00,2025-08-19 22:00:00
5343880a-d575-4187-bd52-fbba031b0886,PC03,2025-08-10,08:45:00,Manakondur,office_hours,emergency,MP Karimnagar,MP,1856,37,18,very_positive,0.1,11,3,no,volunteer_19,verified,2025-08-10 20:00:00,2025-08-10 22:00:00
45dc21e9-daf9-4bb5-9b6a-185fce027592,PC03,2025-12-20,12:45:00,Choppadandi,event,scheduled,MP Karimnagar,MP,287,43,4,very_negative,0.8,21,2,no,volunteer_16,verified,2025-12-20 20:00:00,2025-12-20 22:00:00
1f1289af-74d7-4c13-baf6-0922bb8a8ee2,PC03,2025-07-16,18:15:00,Vemulawada,event,impromptu,MP Karimnagar,Minister,1501,10,11,very_negative,-0.19,30,0,no,volunteer_10,verified,2025-07-16 20:00:00,2025-07-16 22:00:00
52bf3c0e-1c23-48f1-9253-f8bf7b1e4af2,PC03,2025-04-11,11:30:00,Sircilla,house_visit,emergency,MP Karimnagar,Minister,1339,7,13,neutral,0.78,42,5,yes,volunteer_1,pending,2025-04-11 20:00:00,2025-04-11 22:00:00
92985317-f588-43c7-9ffd-432b4e13c1c8,PC03,2025-06-28,18:30:00,Vemulawada,public_meeting,scheduled,MP Karimnagar,MLA,1217,33,19,neutral,0.74,24,3,yes,volunteer_17,verified,2025-06-28 20:00:00,2025-06-28 22:00:00
ef89b340-a647-46ea-96eb-2df0f05f6e1b,PC03,2025-12-25,10:00:00,Karimnagar,house_visit,scheduled,MP Karimnagar,MLA,1056,26,7,very_positive,0.3,49,1,yes,volunteer_19,pending,2025-12-25 20:00:00,2025-12-25 22:00:00
c74df2b8-79df-4dbd-8e04-185c1a5606a2,PC03,2025-04-07,10:45:00,Sircilla,public_meeting,scheduled,MP Karimnagar,MLA,679,9,5,negative,0.17,18,2,no,volunteer_18,verified,2025-04-07 20:00:00,2025-04-07 22:00:00
ddbcf886-4a5c-44cf-be5a-c175a3df03b6,PC03,2025-10-28,17:00:00,Huzurnagar,public_meeting,impromptu,MP Karimnagar,MLA,722,36,17,negative,0.13,18,2,yes,volunteer_1,verified,2025-10-28 20:00:00,2025-10-28 22:00:00
f3c7d1b0-4aed-4faa-af81-6b5f8d2a60cf,PC03,2025-07-14,14:30:00,Karimnagar,public_meeting,emergency,MP Karimnagar,MLA,1621,8,10,negative,0.01,28,5,yes,volunteer_18,pending,2025-07-14 20:00:00,2025-07-14 22:00:00
b63601ea-3c4a-4a22-9411-51c9077479f4,PC03,2025-06-25,14:45:00,Sircilla,inspection,impromptu,MP Karimnagar,MLA,689,6,13,very_negative,0.76,35,1,yes,volunteer_5,verified,2025-06-25 20:00:00,2025-06-25 22:00:00
cd415436-2fdd-4f60-9b63-0acfa272c36d,PC03,2025-05-11,16:30:00,Vemulawada,house_visit,emergency,MP Karimnagar,Minister,1281,45,17,negative,0.87,29,3,yes,volunteer_6,verified,2025-05-11 20:00:00,2025-05-11 22:00:00
1bac6505-98ad-4535-a88c-6a8931c36a96,PC03,2025-12-20,16:00:00,Choppadandi,house_visit,emergency,MP Karimnagar,MLA,93,26,3,positive,0.36,46,1,yes,volunteer_15,verified,2025-12-20 20:00:00,2025-12-20 22:00:00
33c724b6-96aa-4e1b-af68-bf6390f678fa,PC03,2025-05-23,11:30:00,Choppadandi,event,emergency,MP Karimnagar,Minister,1395,11,18,very_positive,0.32,49,5,yes,volunteer_12,verified,2025-05-23 20:00:00,2025-05-23 22:00:00
263d110b-12d4-438a-8d6a-f239ea31ebe9,PC03,2025-03-10,18:30:00,Korutla,event,emergency,MP Karimnagar,MLA,417,21,12,very_positive,0.03,44,0,yes,volunteer_4,pending,2025-03-10 20:00:00,2025-03-10 22:00:00
5f3f72af-a226-4776-9efd-0f6ca2cd9b51,PC03,2025-03-28,14:45:00,Korutla,event,emergency,MP Karimnagar,MP,699,33,11,neutral,0.29,47,5,no,volunteer_1,verified,2025-03-28 20:00:00,2025-03-28 22:00:00
1c21454d-47b5-4171-ae9a-a848c6744490,PC03,2025-12-25,09:15:00,Sircilla,event,emergency,MP Karimnagar,Minister,912,22,6,very_negative,-0.13,45,2,no,volunteer_14,pending,2025-12-25 20:00:00,2025-12-25 22:00:00
2add77ea-a723-474b-a814-dafb075220aa,PC03,2025-12-22,14:45:00,Karimnagar,office_hours,emergency,MP Karimnagar,MP,1924,47,7,negative,-0.27,44,1,no,volunteer_15,verified,2025-12-22 20:00:00,2025-12-22 22:00:00
5baa5b6d-054c-4e7f-98ca-96dbece88d51,PC03,2025-02-09,10:00:00,Choppadandi,inspection,scheduled,MP Karimnagar,Minister,1553,39,3,very_negative,0.8,46,4,yes,volunteer_17,verified,2025-02-09 20:00:00,2025-02-09 22:00:00
9d6f83f4-5f02-41a5-8d25-fe7415e757fe,PC03,2025-11-02,17:45:00,Karimnagar,house_visit,emergency,MP Karimnagar,MP,371,16,12,very_negative,0.85,25,1,yes,volunteer_11,verified,2025-11-02 20:00:00,2025-11-02 22:00:00
84a55c44-60c6-46eb-88c2-7bf79354cd7c,PC03,2025-12-30,11:00:00,Karimnagar,house_visit,impromptu,MP Karimnagar,Minister,628,34,7,very_negative,0.06,50,5,no,volunteer_8,verified,2025-12-30 20:00:00,2025-12-30 22:00:00
a4a9fb4f-fdf7-44b8-b9c3-ccbcbed49a6b,PC03,2025-01-22,17:15:00,Sircilla,house_visit,scheduled,MP Karimnagar,MLA,829,33,16,positive,0.15,36,0,no,volunteer_15,verified,2025-01-22 20:00:00,2025-01-22 22:00:00
abe7d785-0567-4cc3-a446-a44830aca9d2,PC03,2025-09-19,18:00:00,Huzurnagar,event,scheduled,MP Karimnagar,MLA,658,9,3,very_positive,0.22,20,1,no,volunteer_9,verified,2025-09-19 20:00:00,2025-09-19 22:00:00
fcd4314f-744e-4848-9751-6b1a00c8d184,PC03,2025-12-24,14:45:00,Choppadandi,inspection,emergency,MP Karimnagar,MP,1254,45,11,positive,0.62,26,4,yes,volunteer_12,verified,2025-12-24 20:00:00,2025-12-24 22:00:00
344418fb-f114-49b6-9ebe-b7c2bea18071,PC03,2025-05-05,16:45:00,Choppadandi,public_meeting,emergency,MP Karimnagar,Minister,1332,16,2,very_negative,0.18,21,5,yes,volunteer_12,pending,2025-05-05 20:00:00,2025-05-05 22:00:00
b64cb4f8-5f93-4f97-9abf-0a2161a6d2f9,PC03,2025-11-08,16:00:00,Sircilla,event,impromptu,MP Karimnagar,Minister,675,42,19,neutral,0.19,27,4,no,volunteer_5,pending,2025-11-08 20:00:00,2025-11-08 22:00:00
8e9b94d4-99bc-496e-9558-8ce878ffb6a1,PC03,2025-01-09,18:15:00,Korutla,inspection,scheduled,MP Karimnagar,MLA,1833,35,5,very_negative,0.56,27,2,no,volunteer_11,verified,2025-01-09 20:00:00,2025-01-09 22:00:00
