update_id,promise_id,constituency_id,update_date,update_time,completion_percentage,status,update_type,update_title,update_description,achievements,deliverables_completed,beneficiaries_reached,amount_spent,new_challenges,delays_reason,revised_timeline,media_release,public_event,photos_count,videos_count,verified,verified_by,verification_notes,testimonials,updated_by,created_at
30bd49a0-1e75-4a39-9d03-be85e5358435,03f26655-88ba-4067-aa1e-8b02e055c553,PC04,2025-05-28,2025-05-28 12:45:00,99,delayed,delay_notification,Delay Notification for Nizamabad,Detailed update about delay_notification in Nizamabad constituency,[],[],,,"[""Challenge 1"", ""Challenge 2"", ""Challenge 3""]",Budget constraints,2025-11-19,False,False,8,4,True,,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_1d990401-3a45-464a-97a3-9adf17a2ff79.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_1d5a8b1d-34f1-4b6e-8149-f55abc9f9f88.jpg""}]",coordinator_6,2025-05-28 12:00:00
2fb351e4-ae44-4709-af87-9330a5cefc99,3cefa617-f6cc-4dc8-8f3c-61e19b942162,PC04,2025-03-27,2025-03-27 17:30:00,53,completed,milestone_achieved,Milestone Achieved for Nizamabad,Detailed update about milestone_achieved in Nizamabad constituency,"[""Achievement 1"", ""Achievement 2"", ""Achievement 3"", ""Achievement 4""]","[""Deliverable 1""]",,,[],,,True,False,12,4,False,,,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_130b4266-ebc6-4538-9fb4-0ff1c9aabdfe.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_6bfe4aa3-3005-4b87-b206-9aebffe2dd0c.jpg""}, {""person_name"": ""Beneficiary 3"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 3"", ""photo_url"": ""photo_9b78937b-9f11-4aa7-924c-90474849e6fc.jpg""}]",coordinator_2,2025-03-27 10:00:00
8ad022a1-f9ba-4500-b70b-2719575fdffc,3a1282b0-8c0d-476b-b526-6a565aec19be,PC04,2025-01-24,2025-01-24 17:00:00,77,announced,budget_update,Budget Update for Nizamabad,Detailed update about budget_update in Nizamabad constituency,[],"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3""]",,991339.93,[],,,True,False,6,0,False,verifier_4,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_6858fb27-663f-41eb-99c2-917a41caa304.jpg""}]",coordinator_6,2025-01-24 14:00:00
6768fd54-e541-4e0c-bdec-955873a21115,7053372c-f224-4e3c-ad16-ce4ce26d231a,PC04,2025-04-02,2025-04-02 11:15:00,66,in_progress,budget_update,Budget Update for Nizamabad,Detailed update about budget_update in Nizamabad constituency,[],"[""Deliverable 1""]",,1142680.64,[],,,True,False,3,4,True,,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_3792a28b-00eb-423c-a9a9-cffbaf7a3df1.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_f4b659d2-bdd3-4a0d-880c-9e4aea7cb9aa.jpg""}]",coordinator_1,2025-04-02 18:00:00
cffea967-e610-412e-8997-806d05f9c4f5,d36016db-9c06-42e3-bde4-3dd622b40ab9,PC04,2025-06-23,2025-06-23 09:45:00,48,planning,milestone_achieved,Milestone Achieved for Nizamabad,Detailed update about milestone_achieved in Nizamabad constituency,"[""Achievement 1"", ""Achievement 2"", ""Achievement 3""]","[""Deliverable 1""]",,,[],,,True,True,10,5,True,verifier_3,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_764280b6-8f8e-4e40-ac52-15cf02c5f754.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_bc8ac4bd-d2e4-4a24-bdf8-612d26657eea.jpg""}, {""person_name"": ""Beneficiary 3"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 3"", ""photo_url"": ""photo_c59a0355-8231-479b-976e-7d90c315cd80.jpg""}]",coordinator_4,2025-06-23 19:00:00
fdd9c4f9-b263-4dbd-ba2b-34c06e81acef,3c3c3fa0-5b18-43ee-aa1f-01c570904c8f,PC04,2025-04-20,2025-04-20 10:30:00,39,completed,progress_report,Progress Report for Nizamabad,Detailed update about progress_report in Nizamabad constituency,[],[],9056.0,,[],,,False,False,10,1,True,verifier_3,,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_639bdb75-f667-4568-85cc-ffc43bab0e4a.jpg""}]",coordinator_7,2025-04-20 10:00:00
f46acb63-c416-4eef-bbac-4c558adfe33f,24ab13ad-3add-460e-abc9-92aaf80c21e1,PC04,2025-08-23,2025-08-23 11:30:00,81,completed,progress_report,Progress Report for Nizamabad,Detailed update about progress_report in Nizamabad constituency,[],"[""Deliverable 1"", ""Deliverable 2""]",4726.0,,[],,,False,False,4,4,False,verifier_2,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_cc6f2f74-9f69-4c81-b8f0-360f62867c67.jpg""}]",coordinator_1,2025-08-23 11:00:00
a2c8e72f-e1b1-4bef-91fc-a4c354a6c206,7f714e0a-42db-4e3f-a7ab-1b2b3a0e999a,PC04,2025-04-21,2025-04-21 18:30:00,46,in_progress,budget_update,Budget Update for Nizamabad,Detailed update about budget_update in Nizamabad constituency,[],"[""Deliverable 1""]",,1036811.73,[],,,True,False,11,4,False,verifier_1,,[],coordinator_5,2025-04-21 10:00:00
f6ffeeeb-c01a-4ce8-b2d1-e28b4d4e8e55,38d68903-fe5a-4db3-8a22-ae3cfbaec912,PC04,2025-11-02,2025-11-02 12:45:00,40,completed,completion,Completion for Nizamabad,Detailed update about completion in Nizamabad constituency,"[""Achievement 1"", ""Achievement 2"", ""Achievement 3""]","[""Deliverable 1"", ""Deliverable 2""]",5611.0,,[],,,False,True,9,4,True,,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_80d2707b-ac54-4cfe-a97c-a75090b011ff.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_2515fcd0-f8ea-425f-8a2a-49ff08f28daa.jpg""}, {""person_name"": ""Beneficiary 3"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 3"", ""photo_url"": ""photo_e1f5faa8-b3f1-4bfa-b60d-67741a5dc6ed.jpg""}]",coordinator_3,2025-11-02 20:00:00
0176c49f-e04d-42a5-8b49-a6e4d43aa2f8,bda4f231-3aae-4a53-bac2-31017dc74db0,PC04,2025-07-01,2025-07-01 15:15:00,4,planning,progress_report,Progress Report for Nizamabad,Detailed update about progress_report in Nizamabad constituency,[],"[""Deliverable 1""]",5452.0,,[],,,True,False,3,5,True,,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_15d7fd3f-bd45-4fa9-80a6-a92842363f63.jpg""}]",coordinator_1,2025-07-01 20:00:00
93ac0d9e-3652-4a28-bf40-d09300826886,78099f36-34af-4bb6-a9ac-d38f37fd2edf,PC04,2025-02-25,2025-02-25 11:45:00,3,completed,progress_report,Progress Report for Nizamabad,Detailed update about progress_report in Nizamabad constituency,[],"[""Deliverable 1""]",8358.0,,[],,,True,False,6,5,False,,,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_7867f9ca-0c36-4865-a29c-bb2fa3919e99.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_a9a4d6e3-33ba-4bcf-84d9-11a33055be70.jpg""}, {""person_name"": ""Beneficiary 3"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 3"", ""photo_url"": ""photo_99ff8f8c-f1e4-4cca-adb6-36d587efff57.jpg""}]",coordinator_8,2025-02-25 11:00:00
cde8ab3e-1d2c-42ca-8cf0-8ed83278257a,0ef2dde1-c168-44cd-aa32-501717dfeac2,PC04,2025-06-28,2025-06-28 09:45:00,97,completed,milestone_achieved,Milestone Achieved for Nizamabad,Detailed update about milestone_achieved in Nizamabad constituency,"[""Achievement 1"", ""Achievement 2""]",[],,,[],,,False,False,7,4,False,,Verification notes for update,[],coordinator_10,2025-06-28 13:00:00
c1203617-48c0-4e51-ac1f-7d16ed838565,df7c87e1-0602-4642-9c7c-ad078c246cd4,PC04,2025-12-28,2025-12-28 18:00:00,44,announced,completion,Completion for Nizamabad,Detailed update about completion in Nizamabad constituency,"[""Achievement 1"", ""Achievement 2""]","[""Deliverable 1""]",5919.0,,[],,,True,True,5,2,False,verifier_2,Verification notes for update,[],coordinator_7,2025-12-28 16:00:00
4a3e80ee-a2c1-4f5e-b398-63ebeec31e84,a815c242-94b1-4de2-a483-9bf6cfc8e7fb,PC04,2025-05-07,2025-05-07 17:30:00,90,planning,progress_report,Progress Report for Nizamabad,Detailed update about progress_report in Nizamabad constituency,[],"[""Deliverable 1"", ""Deliverable 2""]",5425.0,,[],,,False,False,0,3,True,,Verification notes for update,[],coordinator_8,2025-05-07 18:00:00
71656410-aa38-4771-b94f-2f80d669f8be,10dbda5f-ae59-4732-9769-d22a239b5bae,PC04,2025-08-18,2025-08-18 17:15:00,84,in_progress,budget_update,Budget Update for Nizamabad,Detailed update about budget_update in Nizamabad constituency,[],"[""Deliverable 1"", ""Deliverable 2""]",,1178607.83,[],,,True,False,0,1,False,,,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_a582a019-01f0-4330-a79c-49ef55c33fd5.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_3ccba367-6d35-480d-8c7a-1172d64279b8.jpg""}, {""person_name"": ""Beneficiary 3"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 3"", ""photo_url"": ""photo_27e7a3b7-507e-41f9-ad85-62210eb9b0ae.jpg""}]",coordinator_4,2025-08-18 18:00:00
ed4ec29c-4dfe-4415-b3ba-bd9826b7fd01,5bcb4efc-8e0f-4bed-a1eb-0ff86e4cbb15,PC05,2025-04-23,2025-04-23 17:30:00,65,delayed,milestone_achieved,Milestone Achieved for Zahirabad,Detailed update about milestone_achieved in Zahirabad constituency,"[""Achievement 1"", ""Achievement 2""]","[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3""]",,,[],,,False,True,3,1,False,verifier_4,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_d60eb5d3-5349-4cad-8999-15ae6e8664ee.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_7149be5e-54fb-4e8c-8205-d8c2d7743d2b.jpg""}]",coordinator_8,2025-04-23 17:00:00
5dab909b-0a05-4ee1-a928-4f2eb4de5093,7633e9f1-cb7a-4ea0-ba9f-3cc434d7cd61,PC05,2025-08-11,2025-08-11 18:30:00,70,completed,delay_notification,Delay Notification for Zahirabad,Detailed update about delay_notification in Zahirabad constituency,[],[],,,"[""Challenge 1""]",Budget constraints,2025-09-28,True,False,10,4,False,verifier_1,,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_fe44ff01-6b77-4f79-8ca4-206b497d9f8f.jpg""}]",coordinator_7,2025-08-11 12:00:00
38547a1f-f753-4a7f-b908-64a921f74136,9fc08708-6216-4b49-a090-834fd0038f93,PC05,2025-09-09,2025-09-09 10:00:00,29,planning,milestone_achieved,Milestone Achieved for Zahirabad,Detailed update about milestone_achieved in Zahirabad constituency,"[""Achievement 1"", ""Achievement 2""]","[""Deliverable 1""]",,,[],,,False,False,3,5,False,verifier_4,,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_12afd6d2-4231-4894-b269-e12ee5121f13.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_d70185ea-87fa-4939-8df4-4d423112158a.jpg""}, {""person_name"": ""Beneficiary 3"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 3"", ""photo_url"": ""photo_5150f479-f054-40e3-a15c-d605e27ddc60.jpg""}]",coordinator_5,2025-09-09 17:00:00
82017d49-5e6e-48eb-9af7-e1fe9350f82c,fbe2f31c-7502-4470-bec6-32fb0d54c97f,PC05,2025-09-25,2025-09-25 14:45:00,75,in_progress,delay_notification,Delay Notification for Zahirabad,Detailed update about delay_notification in Zahirabad constituency,[],[],,,"[""Challenge 1"", ""Challenge 2""]",Administrative delays,2025-11-30,True,False,15,4,False,verifier_2,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_b474ed02-e43a-4a58-9517-e4a8a64c593e.jpg""}]",coordinator_2,2025-09-25 19:00:00
b046d439-20fc-473e-94df-db25097721cc,0a5b0a40-2f38-4286-91d3-b5709f019619,PC05,2025-03-08,2025-03-08 16:00:00,6,delayed,milestone_achieved,Milestone Achieved for Zahirabad,Detailed update about milestone_achieved in Zahirabad constituency,"[""Achievement 1""]",[],,,[],,,True,True,10,1,False,verifier_2,,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_86f3b3c8-6fa4-46a2-a01a-11436db7e109.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_9227779c-14e9-4dcd-8508-2ee17ba87072.jpg""}]",coordinator_1,2025-03-08 18:00:00
6e99a970-0e82-4dd1-b2c6-bb7198018b42,244d7594-8ae3-4af0-9a23-9aec31dbe751,PC05,2025-12-30,2025-12-30 16:00:00,76,in_progress,budget_update,Budget Update for Zahirabad,Detailed update about budget_update in Zahirabad constituency,[],"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3""]",,245333.44,[],,,False,False,10,5,True,verifier_1,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_2602e7e3-87df-424b-aa8f-eda1bd7fb4fe.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_f9c16d02-f59d-4cd5-afcc-56b2a47235ff.jpg""}]",coordinator_8,2025-12-30 18:00:00
3bbc57f1-f2dc-41b7-ac2b-f5f96242a563,d398fbce-e218-4f66-84bf-8b070d23ade8,PC05,2025-04-04,2025-04-04 17:15:00,42,completed,completion,Completion for Zahirabad,Detailed update about completion in Zahirabad constituency,"[""Achievement 1"", ""Achievement 2"", ""Achievement 3"", ""Achievement 4""]","[""Deliverable 1"", ""Deliverable 2""]",6330.0,,[],,,False,True,6,3,True,verifier_3,,[],coordinator_3,2025-04-04 16:00:00
bb4198f2-2cd0-4d8a-b68f-25938a3c6974,821a89a8-791c-4979-bb9e-8b6caf0560a3,PC05,2025-03-30,2025-03-30 11:30:00,62,planning,delay_notification,Delay Notification for Zahirabad,Detailed update about delay_notification in Zahirabad constituency,[],[],,,[],Administrative delays,2025-09-09,False,False,13,4,True,verifier_4,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_3dc9d8fd-66df-460f-970c-1a9a4e08d669.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_3959d39a-ba10-4b9c-a45e-ac022e88aba0.jpg""}, {""person_name"": ""Beneficiary 3"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 3"", ""photo_url"": ""photo_60b2991a-2031-4f02-abe5-63af26e06ced.jpg""}]",coordinator_8,2025-03-30 11:00:00
7bea1271-9c17-4081-8d0f-0ccf713e7040,6bb1b821-2d4c-4d9b-a1a9-843edaa53e70,PC05,2025-05-14,2025-05-14 18:00:00,98,planning,budget_update,Budget Update for Zahirabad,Detailed update about budget_update in Zahirabad constituency,[],"[""Deliverable 1""]",,1702409.29,[],,,True,False,8,3,True,,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_9ac77bee-4f7b-4727-826f-9f1cb946d0da.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_4be49f15-78b4-476a-81fc-f593705c0d04.jpg""}, {""person_name"": ""Beneficiary 3"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 3"", ""photo_url"": ""photo_4e34497e-1782-4f59-9ee6-54d1a7c1423a.jpg""}]",coordinator_2,2025-05-14 12:00:00
508ee6e6-12df-4781-9bfe-f4eb2ee92f86,b4d046a1-62f6-4f1a-9156-5637e932e964,PC05,2025-01-08,2025-01-08 12:00:00,55,completed,milestone_achieved,Milestone Achieved for Zahirabad,Detailed update about milestone_achieved in Zahirabad constituency,"[""Achievement 1""]","[""Deliverable 1"", ""Deliverable 2""]",,,[],,,False,False,15,2,False,verifier_3,,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_e5f2c80f-67a3-4aa4-8dd4-5a026c202900.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_9bf956f7-1855-438e-aab8-0dbcdfa7d7ce.jpg""}, {""person_name"": ""Beneficiary 3"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 3"", ""photo_url"": ""photo_7a4c83c5-4541-433b-a38b-f670b52ac0fb.jpg""}]",coordinator_7,2025-01-08 17:00:00
e6ee3931-754e-4470-8ffe-9b29d622014f,018007bc-9069-4f95-b65b-d2adf9cec4ee,PC05,2025-02-21,2025-02-21 10:30:00,88,delayed,completion,Completion for Zahirabad,Detailed update about completion in Zahirabad constituency,"[""Achievement 1"", ""Achievement 2""]",[],6345.0,,[],,,True,True,8,0,False,verifier_2,Verification notes for update,[],coordinator_3,2025-02-21 18:00:00
8d6bd158-fd7a-4213-a40c-b31993aa922d,db9e8e07-ed6f-42dc-93bd-bbea871c61db,PC05,2025-05-11,2025-05-11 13:00:00,63,in_progress,delay_notification,Delay Notification for Zahirabad,Detailed update about delay_notification in Zahirabad constituency,[],"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3""]",,,[],Resource shortage,2025-10-28,False,False,10,5,False,,Verification notes for update,[],coordinator_10,2025-05-11 10:00:00
927fea4a-68f8-414c-9c27-5c621dbb8c87,1d0214f4-114a-441a-9270-b14906b13f6a,PC05,2025-02-03,2025-02-03 11:30:00,58,in_progress,completion,Completion for Zahirabad,Detailed update about completion in Zahirabad constituency,"[""Achievement 1"", ""Achievement 2"", ""Achievement 3""]","[""Deliverable 1""]",6394.0,,[],,,False,False,8,5,False,,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_7b2a178a-9739-41c3-a3f9-b1ae97aaa764.jpg""}]",coordinator_6,2025-02-03 10:00:00
246af7ed-05cb-44c4-8d01-c195db1a06f6,161c20d8-b1d6-4317-92bf-49aa3b64bcb5,PC05,2025-11-18,2025-11-18 12:45:00,27,delayed,delay_notification,Delay Notification for Zahirabad,Detailed update about delay_notification in Zahirabad constituency,[],"[""Deliverable 1"", ""Deliverable 2""]",,,"[""Challenge 1""]",Weather conditions,2025-11-24,True,False,15,3,True,,,[],coordinator_2,2025-11-18 12:00:00
4ea6bacc-5890-46a9-88a3-552df13c8959,1bb1c295-021b-49b8-9aa6-95e978b27901,PC05,2025-08-29,2025-08-29 13:30:00,82,announced,budget_update,Budget Update for Zahirabad,Detailed update about budget_update in Zahirabad constituency,[],"[""Deliverable 1"", ""Deliverable 2""]",,1244324.92,[],,,True,False,15,1,False,,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_60af9f1f-9f5e-4933-9f12-18d78f5378e0.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_dba6c75d-2f4f-4231-ac9f-2bdb4f440e09.jpg""}, {""person_name"": ""Beneficiary 3"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 3"", ""photo_url"": ""photo_46ea625c-db20-43e0-945b-df2392a43989.jpg""}]",coordinator_8,2025-08-29 16:00:00
a67b2b80-c7bb-41bb-a395-b458572af4ad,9b2d8a4d-f778-4b87-b9ab-c0b5d0fb1866,PC05,2025-01-28,2025-01-28 11:15:00,3,planning,budget_update,Budget Update for Zahirabad,Detailed update about budget_update in Zahirabad constituency,[],"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3""]",,1291585.47,[],,,False,False,9,0,False,,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_860a1e70-3ea8-4d71-b36a-160899ca167e.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_eb8b2269-2a7d-48ad-b140-421fe90c59c6.jpg""}, {""person_name"": ""Beneficiary 3"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 3"", ""photo_url"": ""photo_a6a5ce5a-a5c2-4956-894e-4a4d2edfbcce.jpg""}]",coordinator_10,2025-01-28 13:00:00
8725c537-fdfb-4f7e-8222-6efad4e40fcc,078117b7-8c20-483f-ba27-479c526a05d8,PC05,2025-11-17,2025-11-17 12:15:00,99,in_progress,completion,Completion for Zahirabad,Detailed update about completion in Zahirabad constituency,"[""Achievement 1""]",[],4858.0,,[],,,True,False,4,5,False,,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_4f4af5dd-9afc-40d4-af8d-2ed19c597c0e.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_52ea3336-ed1f-464c-94d1-f1470e5fce84.jpg""}, {""person_name"": ""Beneficiary 3"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 3"", ""photo_url"": ""photo_6928c77a-0732-44d0-b62f-e968e14cb3fa.jpg""}]",coordinator_1,2025-11-17 13:00:00
ff09c2ab-fc09-4851-97d6-356630ec2fd3,4a2e8874-5111-41d3-bda5-b8563b8b37d6,PC05,2025-07-19,2025-07-19 17:00:00,21,delayed,progress_report,Progress Report for Zahirabad,Detailed update about progress_report in Zahirabad constituency,[],"[""Deliverable 1""]",1356.0,,[],,,True,False,5,1,False,verifier_3,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_ecc4a3ed-7ea4-46a9-82d3-3a1e24df81bd.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_4fc8f8a2-a5f5-4c23-8bd0-aa4a89c9b68b.jpg""}]",coordinator_6,2025-07-19 20:00:00
655008ea-428a-4d8e-91a7-696a338e18fc,0e0f01d7-7139-4caf-9fc1-37fc687ce946,PC05,2025-12-14,2025-12-14 12:00:00,19,announced,budget_update,Budget Update for Zahirabad,Detailed update about budget_update in Zahirabad constituency,[],"[""Deliverable 1"", ""Deliverable 2""]",,289125.47,[],,,False,False,11,2,False,verifier_1,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_507b5c69-0574-44a2-887c-4bbb05c15595.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_3c6ef162-8326-49ab-8248-262d99d7b517.jpg""}, {""person_name"": ""Beneficiary 3"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 3"", ""photo_url"": ""photo_16de363c-4cf6-49e4-9a3b-f57a838f7198.jpg""}]",coordinator_9,2025-12-14 18:00:00
3008d1c3-7756-4667-994c-11eeedcaea9f,0e11c95e-4fdc-4bfe-b9f1-823992a128bd,PC05,2025-08-01,2025-08-01 14:15:00,88,in_progress,delay_notification,Delay Notification for Zahirabad,Detailed update about delay_notification in Zahirabad constituency,[],"[""Deliverable 1""]",,,[],Budget constraints,2025-12-18,False,False,6,5,True,,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_115f29f1-a896-41c8-890a-936ce7691eaa.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_5521d576-c684-41c9-ad90-5c4cbe50f093.jpg""}]",coordinator_9,2025-08-01 14:00:00
ea8bb023-9cc4-47b2-9dff-cdf390803b5e,ad1dff84-6499-4475-99df-30690153be27,PC05,2025-12-30,2025-12-30 18:00:00,45,in_progress,delay_notification,Delay Notification for Zahirabad,Detailed update about delay_notification in Zahirabad constituency,[],"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3""]",,,"[""Challenge 1""]",Resource shortage,2025-12-30,False,False,15,1,True,verifier_2,Verification notes for update,[],coordinator_5,2025-12-30 18:00:00
5a6b0910-ab16-415a-a84c-1f7a01024f3c,e1f53217-5dbc-42a2-99ef-02b5557b2ba2,PC05,2025-11-06,2025-11-06 12:30:00,88,delayed,completion,Completion for Zahirabad,Detailed update about completion in Zahirabad constituency,"[""Achievement 1"", ""Achievement 2"", ""Achievement 3"", ""Achievement 4""]","[""Deliverable 1"", ""Deliverable 2""]",6487.0,,[],,,False,False,1,4,True,verifier_3,,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_a317d4e3-0cc5-4d1f-9353-5610344da4fe.jpg""}]",coordinator_8,2025-11-06 15:00:00
