segment_id,constituency_id,segment_name,segment_type,analysis_date,total_voters,percentage_of_total,demographics,geographic_concentration,support_level,top_issues,engagement_score,contact_coverage_pct,last_contact_date,preferred_channels,key_messengers,priority_level,target_message,recommended_actions,estimated_conversion_rate,turnout_tendency,loyalty_score,swing_potential,budget_allocated,volunteers_assigned,events_planned,created_at,updated_at
f9c99b01-99a6-4be0-9015-abda069a7330,PC04,loyalty_7_nizamabad,loyalty,2025-07-01,88578,8.34,"{""age_group"": ""all"", ""gender"": ""female"", ""occupation_category"": ""homemaker_worker"", ""income_level"": ""lower_middle"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Bodhan"", ""voter_count"": 4957, ""concentration_pct"": 22.54}, {""ward"": ""Yellareddy"", ""voter_count"": 1616, ""concentration_pct"": 10.72}, {""ward"": ""Kamareddy"", ""voter_count"": 2544, ""concentration_pct"": 27.23}]","{""strong_favorable"": 23318, ""leaning_favorable"": 13333, ""neutral"": 17379, ""opposition"": 15408, ""undecided"": 19140}","[{""issue"": ""healthcare"", ""priority_level"": ""medium"", ""satisfaction_score"": 53}, {""issue"": ""healthcare"", ""priority_level"": ""high"", ""satisfaction_score"": 56}, {""issue"": ""infrastructure"", ""priority_level"": ""low"", ""satisfaction_score"": 54}]",41,32.51,2025-04-04,"[""whatsapp"", ""phone"", ""door_to_door""]","[""Leader_2"", ""Leader_2"", ""Leader_3"", ""Leader_9""]",medium,"[""Message theme 5"", ""Message theme 3"", ""Message theme 5"", ""Message theme 4""]","[""Social media outreach"", ""Community events"", ""Social media outreach"", ""Phone banking""]",0.31,high,49,low,117887.74,44,3,2025-12-05 12:30:12.083909,2025-12-05 12:30:12.083909
c0859752-4e3b-45b8-800e-f4c32822745f,PC04,geographic_8_nizamabad,geographic,2025-12-01,176467,16.62,"{""age_group"": ""youth_18_35"", ""gender"": ""all"", ""occupation_category"": ""students_professionals"", ""income_level"": ""lower_middle"", ""education_level"": ""graduate"", ""religion"": ""all"", ""caste_category"": ""general""}","[{""ward"": ""Jukkal"", ""voter_count"": 1900, ""concentration_pct"": 17.86}, {""ward"": ""Bodhan"", ""voter_count"": 4267, ""concentration_pct"": 27.77}, {""ward"": ""Yellareddy"", ""voter_count"": 1014, ""concentration_pct"": 20.16}]","{""strong_favorable"": 64624, ""leaning_favorable"": 31953, ""neutral"": 34893, ""opposition"": 29815, ""undecided"": 15182}","[{""issue"": ""water_supply"", ""priority_level"": ""medium"", ""satisfaction_score"": 65}, {""issue"": ""employment"", ""priority_level"": ""low"", ""satisfaction_score"": 82}, {""issue"": ""infrastructure"", ""priority_level"": ""high"", ""satisfaction_score"": 57}]",64,45.1,2025-01-16,"[""events"", ""social_media"", ""door_to_door""]","[""Leader_9"", ""Leader_4""]",high,"[""Message theme 3"", ""Message theme 3"", ""Message theme 2"", ""Message theme 4""]","[""Community events"", ""Door-to-door campaign"", ""Door-to-door campaign"", ""Social media outreach""]",0.34,medium,56,high,74649.57,49,3,2025-12-05 12:30:12.083936,2025-12-05 12:30:12.083937
af2c9acb-73a8-4b9a-b63c-30131cbabf3e,PC04,loyalty_9_nizamabad,loyalty,2025-02-01,122665,11.55,"{""age_group"": ""all"", ""gender"": ""female"", ""occupation_category"": ""homemaker_worker"", ""income_level"": ""lower_middle"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Bodhan"", ""voter_count"": 3836, ""concentration_pct"": 16.11}, {""ward"": ""Banswada"", ""voter_count"": 4909, ""concentration_pct"": 18.55}, {""ward"": ""Yellareddy"", ""voter_count"": 2954, ""concentration_pct"": 16.35}]","{""strong_favorable"": 25973, ""leaning_favorable"": 29048, ""neutral"": 22885, ""opposition"": 30565, ""undecided"": 14194}","[{""issue"": ""healthcare"", ""priority_level"": ""low"", ""satisfaction_score"": 45}, {""issue"": ""water_supply"", ""priority_level"": ""medium"", ""satisfaction_score"": 41}, {""issue"": ""employment"", ""priority_level"": ""high"", ""satisfaction_score"": 58}]",60,57.13,2025-11-29,"[""phone"", ""social_media""]","[""Leader_7"", ""Leader_4"", ""Leader_10""]",low,"[""Message theme 3"", ""Message theme 3""]","[""Door-to-door campaign"", ""Community events"", ""Phone banking""]",0.43,high,41,medium,65302.12,43,7,2025-12-05 12:30:12.083963,2025-12-05 12:30:12.083963
e1fa299c-66e3-4bc1-bf6e-6ac7df214a20,PC05,demographic_1_zahirabad,demographic,2025-08-01,173142,16.59,"{""age_group"": ""youth_18_35"", ""gender"": ""all"", ""occupation_category"": ""students_professionals"", ""income_level"": ""lower_middle"", ""education_level"": ""graduate"", ""religion"": ""all"", ""caste_category"": ""general""}","[{""ward"": ""Patancheru"", ""voter_count"": 2487, ""concentration_pct"": 10.74}, {""ward"": ""Gajwel"", ""voter_count"": 2694, ""concentration_pct"": 21.07}, {""ward"": ""Andole"", ""voter_count"": 2231, ""concentration_pct"": 15.32}]","{""strong_favorable"": 40158, ""leaning_favorable"": 25986, ""neutral"": 32190, ""opposition"": 22265, ""undecided"": 52543}","[{""issue"": ""employment"", ""priority_level"": ""high"", ""satisfaction_score"": 84}, {""issue"": ""education"", ""priority_level"": ""medium"", ""satisfaction_score"": 53}, {""issue"": ""employment"", ""priority_level"": ""medium"", ""satisfaction_score"": 68}]",80,49.71,2025-03-20,"[""phone"", ""social_media"", ""whatsapp""]","[""Leader_1"", ""Leader_4"", ""Leader_2"", ""Leader_2""]",high,"[""Message theme 4"", ""Message theme 3""]","[""Community events"", ""Door-to-door campaign""]",0.4,medium,46,low,453617.17,50,3,2025-12-05 12:30:12.083991,2025-12-05 12:30:12.083991
bb28ca18-6b02-48ce-93c3-1aeb6e35aff6,PC05,geographic_2_zahirabad,geographic,2025-02-01,77001,7.38,"{""age_group"": ""all"", ""gender"": ""male"", ""occupation_category"": ""agriculture"", ""income_level"": ""lower"", ""education_level"": ""primary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Narayankhed"", ""voter_count"": 3709, ""concentration_pct"": 19.8}, {""ward"": ""Sangareddy"", ""voter_count"": 2781, ""concentration_pct"": 22.52}, {""ward"": ""Patancheru"", ""voter_count"": 2909, ""concentration_pct"": 13.11}]","{""strong_favorable"": 28814, ""leaning_favorable"": 18748, ""neutral"": 14025, ""opposition"": 12646, ""undecided"": 2768}","[{""issue"": ""education"", ""priority_level"": ""high"", ""satisfaction_score"": 47}, {""issue"": ""employment"", ""priority_level"": ""high"", ""satisfaction_score"": 56}, {""issue"": ""water_supply"", ""priority_level"": ""low"", ""satisfaction_score"": 77}]",46,33.11,2025-09-28,"[""phone"", ""door_to_door"", ""whatsapp"", ""events""]","[""Leader_8"", ""Leader_5"", ""Leader_10""]",medium,"[""Message theme 5"", ""Message theme 2"", ""Message theme 2"", ""Message theme 3""]","[""Social media outreach"", ""Door-to-door campaign""]",0.32,high,48,high,66502.64,50,12,2025-12-05 12:30:12.084018,2025-12-05 12:30:12.084018
6f141caa-0d64-4212-9d3a-016a305dc1fb,PC05,loyalty_3_zahirabad,loyalty,2025-01-01,143843,13.78,"{""age_group"": ""senior_55plus"", ""gender"": ""all"", ""occupation_category"": ""retired"", ""income_level"": ""lower"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""sc_st""}","[{""ward"": ""Patancheru"", ""voter_count"": 1807, ""concentration_pct"": 29.83}, {""ward"": ""Narayankhed"", ""voter_count"": 2871, ""concentration_pct"": 20.08}, {""ward"": ""Sangareddy"", ""voter_count"": 2924, ""concentration_pct"": 14.01}]","{""strong_favorable"": 33935, ""leaning_favorable"": 31010, ""neutral"": 22282, ""opposition"": 33115, ""undecided"": 23501}","[{""issue"": ""healthcare"", ""priority_level"": ""high"", ""satisfaction_score"": 85}, {""issue"": ""education"", ""priority_level"": ""high"", ""satisfaction_score"": 54}, {""issue"": ""infrastructure"", ""priority_level"": ""medium"", ""satisfaction_score"": 41}]",42,61.6,2025-05-04,"[""events"", ""whatsapp"", ""door_to_door""]","[""Leader_5"", ""Leader_2""]",low,"[""Message theme 4"", ""Message theme 2"", ""Message theme 3""]","[""Door-to-door campaign"", ""Door-to-door campaign"", ""Community events""]",0.27,medium,91,medium,376923.17,13,11,2025-12-05 12:30:12.084044,2025-12-05 12:30:12.084044
c78af3ca-c3fa-433b-889f-23bf01f69a9f,PC05,geographic_4_zahirabad,geographic,2025-12-01,175554,16.82,"{""age_group"": ""all"", ""gender"": ""female"", ""occupation_category"": ""homemaker_worker"", ""income_level"": ""lower_middle"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Zahirabad"", ""voter_count"": 3616, ""concentration_pct"": 19.06}, {""ward"": ""Andole"", ""voter_count"": 2292, ""concentration_pct"": 29.83}, {""ward"": ""Gajwel"", ""voter_count"": 3516, ""concentration_pct"": 15.96}]","{""strong_favorable"": 46359, ""leaning_favorable"": 32407, ""neutral"": 28193, ""opposition"": 40177, ""undecided"": 28418}","[{""issue"": ""employment"", ""priority_level"": ""high"", ""satisfaction_score"": 44}, {""issue"": ""infrastructure"", ""priority_level"": ""low"", ""satisfaction_score"": 75}, {""issue"": ""education"", ""priority_level"": ""high"", ""satisfaction_score"": 54}]",84,72.4,2025-06-24,"[""events"", ""social_media"", ""whatsapp""]","[""Leader_3"", ""Leader_3"", ""Leader_3"", ""Leader_7""]",low,"[""Message theme 1"", ""Message theme 5""]","[""Door-to-door campaign"", ""Door-to-door campaign"", ""Community events"", ""Community events""]",0.41,medium,67,high,340549.22,23,15,2025-12-05 12:30:12.084071,2025-12-05 12:30:12.084071
5702667c-5f35-4db7-83c4-8ff862364e7c,PC05,demographic_5_zahirabad,demographic,2025-11-01,204708,19.61,"{""age_group"": ""youth_18_35"", ""gender"": ""all"", ""occupation_category"": ""students_professionals"", ""income_level"": ""lower_middle"", ""education_level"": ""graduate"", ""religion"": ""all"", ""caste_category"": ""general""}","[{""ward"": ""Zahirabad"", ""voter_count"": 3826, ""concentration_pct"": 19.46}, {""ward"": ""Dubbak"", ""voter_count"": 4079, ""concentration_pct"": 26.88}, {""ward"": ""Sangareddy"", ""voter_count"": 3995, ""concentration_pct"": 15.84}]","{""strong_favorable"": 59774, ""leaning_favorable"": 47101, ""neutral"": 24150, ""opposition"": 35434, ""undecided"": 38249}","[{""issue"": ""education"", ""priority_level"": ""high"", ""satisfaction_score"": 85}, {""issue"": ""water_supply"", ""priority_level"": ""high"", ""satisfaction_score"": 71}, {""issue"": ""infrastructure"", ""priority_level"": ""medium"", ""satisfaction_score"": 59}]",66,39.15,2025-01-06,"[""whatsapp"", ""phone"", ""social_media"", ""door_to_door""]","[""Leader_8"", ""Leader_10"", ""Leader_3""]",high,"[""Message theme 5"", ""Message theme 5""]","[""Phone banking"", ""Phone banking"", ""Community events""]",0.41,low,59,medium,85022.91,50,10,2025-12-05 12:30:12.084098,2025-12-05 12:30:12.084098
2cfd5621-6de2-417c-b892-e22831eb0cce,PC05,geographic_6_zahirabad,geographic,2025-07-01,192109,18.4,"{""age_group"": ""all"", ""gender"": ""female"", ""occupation_category"": ""homemaker_worker"", ""income_level"": ""lower_middle"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Patancheru"", ""voter_count"": 1659, ""concentration_pct"": 28.72}, {""ward"": ""Zahirabad"", ""voter_count"": 1526, ""concentration_pct"": 29.73}, {""ward"": ""Gajwel"", ""voter_count"": 3854, ""concentration_pct"": 14.02}]","{""strong_favorable"": 64621, ""leaning_favorable"": 34667, ""neutral"": 35690, ""opposition"": 32903, ""undecided"": 24228}","[{""issue"": ""infrastructure"", ""priority_level"": ""medium"", ""satisfaction_score"": 56}, {""issue"": ""healthcare"", ""priority_level"": ""high"", ""satisfaction_score"": 72}, {""issue"": ""education"", ""priority_level"": ""low"", ""satisfaction_score"": 78}]",67,56.97,2025-08-28,"[""events"", ""social_media"", ""door_to_door"", ""phone""]","[""Leader_3"", ""Leader_6""]",medium,"[""Message theme 5"", ""Message theme 3"", ""Message theme 3"", ""Message theme 2""]","[""Phone banking"", ""Community events""]",0.33,low,72,high,272231.62,26,13,2025-12-05 12:30:12.084124,2025-12-05 12:30:12.084124
199c48ed-a5fe-43bc-a846-d8700ba6f1aa,PC05,loyalty_7_zahirabad,loyalty,2025-10-01,80477,7.71,"{""age_group"": ""senior_55plus"", ""gender"": ""all"", ""occupation_category"": ""retired"", ""income_level"": ""lower"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""sc_st""}","[{""ward"": ""Sangareddy"", ""voter_count"": 3122, ""concentration_pct"": 12.8}, {""ward"": ""Dubbak"", ""voter_count"": 4958, ""concentration_pct"": 22.44}, {""ward"": ""Gajwel"", ""voter_count"": 1489, ""concentration_pct"": 14.99}]","{""strong_favorable"": 19610, ""leaning_favorable"": 12753, ""neutral"": 10165, ""opposition"": 12609, ""undecided"": 25340}","[{""issue"": ""healthcare"", ""priority_level"": ""high"", ""satisfaction_score"": 58}, {""issue"": ""education"", ""priority_level"": ""medium"", ""satisfaction_score"": 46}, {""issue"": ""water_supply"", ""priority_level"": ""high"", ""satisfaction_score"": 84}]",81,44.09,2025-08-24,"[""phone"", ""social_media"", ""events""]","[""Leader_1"", ""Leader_6"", ""Leader_7""]",medium,"[""Message theme 3"", ""Message theme 4"", ""Message theme 4""]","[""Community events"", ""Phone banking"", ""Door-to-door campaign""]",0.17,medium,80,low,183971.56,46,7,2025-12-05 12:30:12.084151,2025-12-05 12:30:12.084151
7c8eb89d-13a5-4664-92d2-6bec459e5b9e,PC05,demographic_8_zahirabad,demographic,2025-08-01,165215,15.83,"{""age_group"": ""youth_18_35"", ""gender"": ""all"", ""occupation_category"": ""students_professionals"", ""income_level"": ""lower_middle"", ""education_level"": ""graduate"", ""religion"": ""all"", ""caste_category"": ""general""}","[{""ward"": ""Dubbak"", ""voter_count"": 2985, ""concentration_pct"": 10.54}, {""ward"": ""Zahirabad"", ""voter_count"": 3215, ""concentration_pct"": 13.61}, {""ward"": ""Sangareddy"", ""voter_count"": 2228, ""concentration_pct"": 16.07}]","{""strong_favorable"": 53628, ""leaning_favorable"": 34159, ""neutral"": 23957, ""opposition"": 27990, ""undecided"": 25481}","[{""issue"": ""infrastructure"", ""priority_level"": ""low"", ""satisfaction_score"": 47}, {""issue"": ""healthcare"", ""priority_level"": ""high"", ""satisfaction_score"": 82}, {""issue"": ""infrastructure"", ""priority_level"": ""high"", ""satisfaction_score"": 84}]",71,79.28,2025-12-03,"[""door_to_door"", ""social_media""]","[""Leader_8"", ""Leader_6"", ""Leader_9""]",medium,"[""Message theme 3"", ""Message theme 2"", ""Message theme 2"", ""Message theme 4""]","[""Phone banking"", ""Phone banking"", ""Door-to-door campaign"", ""Phone banking""]",0.38,medium,82,high,89800.45,50,14,2025-12-05 12:30:12.084178,2025-12-05 12:30:12.084178
7149f02f-684c-4405-a802-9349e14b417a,PC05,issue_based_9_zahirabad,issue_based,2025-05-01,176163,16.88,"{""age_group"": ""youth_18_35"", ""gender"": ""all"", ""occupation_category"": ""students_professionals"", ""income_level"": ""lower_middle"", ""education_level"": ""graduate"", ""religion"": ""all"", ""caste_category"": ""general""}","[{""ward"": ""Patancheru"", ""voter_count"": 2654, ""concentration_pct"": 25.57}, {""ward"": ""Andole"", ""voter_count"": 2457, ""concentration_pct"": 25.5}, {""ward"": ""Narayankhed"", ""voter_count"": 2088, ""concentration_pct"": 23.13}]","{""strong_favorable"": 41702, ""leaning_favorable"": 33031, ""neutral"": 22092, ""opposition"": 34328, ""undecided"": 45010}","[{""issue"": ""water_supply"", ""priority_level"": ""medium"", ""satisfaction_score"": 47}, {""issue"": ""employment"", ""priority_level"": ""medium"", ""satisfaction_score"": 65}, {""issue"": ""healthcare"", ""priority_level"": ""low"", ""satisfaction_score"": 68}]",82,78.98,2025-12-27,"[""events"", ""door_to_door"", ""phone"", ""whatsapp""]","[""Leader_2"", ""Leader_1"", ""Leader_9""]",medium,"[""Message theme 1"", ""Message theme 2""]","[""Phone banking"", ""Social media outreach"", ""Community events"", ""Door-to-door campaign""]",0.39,low,87,low,112324.4,26,4,2025-12-05 12:30:12.084205,2025-12-05 12:30:12.084205
1b646449-47d7-48a5-819a-df94ed4ce3e8,PC06,loyalty_1_medak,loyalty,2025-03-01,166940,14.52,"{""age_group"": ""youth_18_35"", ""gender"": ""all"", ""occupation_category"": ""students_professionals"", ""income_level"": ""lower_middle"", ""education_level"": ""graduate"", ""religion"": ""all"", ""caste_category"": ""general""}","[{""ward"": ""Dharmapuri"", ""voter_count"": 3734, ""concentration_pct"": 21.05}, {""ward"": ""Narsapur"", ""voter_count"": 2885, ""concentration_pct"": 29.54}, {""ward"": ""Jagtial"", ""voter_count"": 2002, ""concentration_pct"": 11.45}]","{""strong_favorable"": 39300, ""leaning_favorable"": 36514, ""neutral"": 22107, ""opposition"": 34534, ""undecided"": 34485}","[{""issue"": ""water_supply"", ""priority_level"": ""low"", ""satisfaction_score"": 49}, {""issue"": ""employment"", ""priority_level"": ""low"", ""satisfaction_score"": 62}, {""issue"": ""healthcare"", ""priority_level"": ""high"", ""satisfaction_score"": 60}]",72,72.97,2025-08-26,"[""door_to_door"", ""social_media"", ""whatsapp""]","[""Leader_3"", ""Leader_4""]",low,"[""Message theme 4"", ""Message theme 5"", ""Message theme 4"", ""Message theme 1""]","[""Door-to-door campaign"", ""Community events""]",0.18,medium,57,low,315846.92,12,10,2025-12-05 12:30:12.084236,2025-12-05 12:30:12.084236
dc81ce59-14c8-493e-b5f0-17b1dd1bfbc2,PC06,demographic_2_medak,demographic,2025-02-01,183709,15.98,"{""age_group"": ""youth_18_35"", ""gender"": ""all"", ""occupation_category"": ""students_professionals"", ""income_level"": ""lower_middle"", ""education_level"": ""graduate"", ""religion"": ""all"", ""caste_category"": ""general""}","[{""ward"": ""Jagtial"", ""voter_count"": 3522, ""concentration_pct"": 29.25}, {""ward"": ""Siddipet"", ""voter_count"": 4415, ""concentration_pct"": 17.1}, {""ward"": ""Koratla"", ""voter_count"": 2343, ""concentration_pct"": 17.61}]","{""strong_favorable"": 67329, ""leaning_favorable"": 29364, ""neutral"": 19972, ""opposition"": 39340, ""undecided"": 27704}","[{""issue"": ""water_supply"", ""priority_level"": ""medium"", ""satisfaction_score"": 51}, {""issue"": ""infrastructure"", ""priority_level"": ""high"", ""satisfaction_score"": 79}, {""issue"": ""employment"", ""priority_level"": ""low"", ""satisfaction_score"": 57}]",76,83.95,2025-08-20,"[""social_media"", ""phone"", ""door_to_door"", ""events""]","[""Leader_4"", ""Leader_5"", ""Leader_8"", ""Leader_4""]",high,"[""Message theme 2"", ""Message theme 5""]","[""Phone banking"", ""Social media outreach""]",0.24,medium,89,low,431609.78,28,14,2025-12-05 12:30:12.084263,2025-12-05 12:30:12.084263
379a133f-9ade-48cc-91c5-c772160a01df,PC06,issue_based_3_medak,issue_based,2025-02-01,157899,13.74,"{""age_group"": ""senior_55plus"", ""gender"": ""all"", ""occupation_category"": ""retired"", ""income_level"": ""lower"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""sc_st""}","[{""ward"": ""Husnabad"", ""voter_count"": 3375, ""concentration_pct"": 16.51}, {""ward"": ""Medak"", ""voter_count"": 2891, ""concentration_pct"": 12.88}, {""ward"": ""Jagtial"", ""voter_count"": 4144, ""concentration_pct"": 24.86}]","{""strong_favorable"": 48289, ""leaning_favorable"": 32161, ""neutral"": 30196, ""opposition"": 22647, ""undecided"": 24606}","[{""issue"": ""education"", ""priority_level"": ""low"", ""satisfaction_score"": 71}, {""issue"": ""water_supply"", ""priority_level"": ""medium"", ""satisfaction_score"": 41}, {""issue"": ""infrastructure"", ""priority_level"": ""high"", ""satisfaction_score"": 40}]",80,53.32,2025-11-03,"[""whatsapp"", ""events""]","[""Leader_10"", ""Leader_5"", ""Leader_2"", ""Leader_1""]",medium,"[""Message theme 2"", ""Message theme 1"", ""Message theme 2""]","[""Community events"", ""Social media outreach"", ""Phone banking"", ""Door-to-door campaign""]",0.2,high,65,high,306248.12,45,9,2025-12-05 12:30:12.084290,2025-12-05 12:30:12.084290
9da41b00-6ddd-4a6d-b863-67cefad3eac0,PC06,demographic_4_medak,demographic,2025-10-01,92350,8.03,"{""age_group"": ""middle_age_36_55"", ""gender"": ""all"", ""occupation_category"": ""business_trade"", ""income_level"": ""middle"", ""education_level"": ""undergraduate"", ""religion"": ""all"", ""caste_category"": ""obc""}","[{""ward"": ""Dharmapuri"", ""voter_count"": 1418, ""concentration_pct"": 15.83}, {""ward"": ""Narsapur"", ""voter_count"": 3238, ""concentration_pct"": 16.44}, {""ward"": ""Jagtial"", ""voter_count"": 4738, ""concentration_pct"": 10.46}]","{""strong_favorable"": 30744, ""leaning_favorable"": 21325, ""neutral"": 14189, ""opposition"": 10585, ""undecided"": 15507}","[{""issue"": ""water_supply"", ""priority_level"": ""low"", ""satisfaction_score"": 63}, {""issue"": ""water_supply"", ""priority_level"": ""high"", ""satisfaction_score"": 81}, {""issue"": ""education"", ""priority_level"": ""low"", ""satisfaction_score"": 70}]",82,72.71,2025-01-07,"[""whatsapp"", ""phone"", ""events"", ""door_to_door""]","[""Leader_8"", ""Leader_8""]",high,"[""Message theme 1"", ""Message theme 5""]","[""Social media outreach"", ""Social media outreach"", ""Door-to-door campaign"", ""Phone banking""]",0.19,low,80,high,154555.28,11,10,2025-12-05 12:30:12.084317,2025-12-05 12:30:12.084317
8179bbdc-96df-4484-9f8c-850f704fa149,PC06,demographic_5_medak,demographic,2025-07-01,193187,16.81,"{""age_group"": ""all"", ""gender"": ""male"", ""occupation_category"": ""agriculture"", ""income_level"": ""lower"", ""education_level"": ""primary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Jagtial"", ""voter_count"": 3343, ""concentration_pct"": 20.73}, {""ward"": ""Medak"", ""voter_count"": 4637, ""concentration_pct"": 29.48}, {""ward"": ""Husnabad"", ""voter_count"": 2462, ""concentration_pct"": 11.08}]","{""strong_favorable"": 43026, ""leaning_favorable"": 41016, ""neutral"": 38083, ""opposition"": 45937, ""undecided"": 25125}","[{""issue"": ""infrastructure"", ""priority_level"": ""high"", ""satisfaction_score"": 82}, {""issue"": ""infrastructure"", ""priority_level"": ""low"", ""satisfaction_score"": 75}, {""issue"": ""water_supply"", ""priority_level"": ""low"", ""satisfaction_score"": 84}]",49,78.49,2025-10-29,"[""events"", ""phone"", ""whatsapp""]","[""Leader_6"", ""Leader_10"", ""Leader_9""]",low,"[""Message theme 4"", ""Message theme 2"", ""Message theme 2"", ""Message theme 3""]","[""Door-to-door campaign"", ""Phone banking"", ""Door-to-door campaign"", ""Social media outreach""]",0.4,high,59,medium,152531.86,28,8,2025-12-05 12:30:12.084345,2025-12-05 12:30:12.084346
a5ea180f-d696-48d6-811a-17f23690b26e,PC06,issue_based_6_medak,issue_based,2025-09-01,204242,17.77,"{""age_group"": ""middle_age_36_55"", ""gender"": ""all"", ""occupation_category"": ""business_trade"", ""income_level"": ""middle"", ""education_level"": ""undergraduate"", ""religion"": ""all"", ""caste_category"": ""obc""}","[{""ward"": ""Narsapur"", ""voter_count"": 4083, ""concentration_pct"": 18.67}, {""ward"": ""Husnabad"", ""voter_count"": 3485, ""concentration_pct"": 17.41}, {""ward"": ""Jagtial"", ""voter_count"": 3492, ""concentration_pct"": 19.65}]","{""strong_favorable"": 66274, ""leaning_favorable"": 44796, ""neutral"": 31984, ""opposition"": 38988, ""undecided"": 22200}","[{""issue"": ""healthcare"", ""priority_level"": ""high"", ""satisfaction_score"": 84}, {""issue"": ""infrastructure"", ""priority_level"": ""medium"", ""satisfaction_score"": 82}, {""issue"": ""water_supply"", ""priority_level"": ""medium"", ""satisfaction_score"": 75}]",61,76.31,2025-04-02,"[""whatsapp"", ""door_to_door""]","[""Leader_2"", ""Leader_10"", ""Leader_7"", ""Leader_8""]",medium,"[""Message theme 4"", ""Message theme 5""]","[""Community events"", ""Community events""]",0.25,medium,77,medium,70517.0,36,15,2025-12-05 12:30:12.084372,2025-12-05 12:30:12.084372
3f386c6a-ef65-4c05-bff1-980d6444cf45,PC06,issue_based_7_medak,issue_based,2025-12-01,174343,15.17,"{""age_group"": ""senior_55plus"", ""gender"": ""all"", ""occupation_category"": ""retired"", ""income_level"": ""lower"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""sc_st""}","[{""ward"": ""Medak"", ""voter_count"": 2408, ""concentration_pct"": 28.08}, {""ward"": ""Jagtial"", ""voter_count"": 2519, ""concentration_pct"": 18.0}, {""ward"": ""Husnabad"", ""voter_count"": 3994, ""concentration_pct"": 15.19}]","{""strong_favorable"": 48558, ""leaning_favorable"": 32821, ""neutral"": 20857, ""opposition"": 20568, ""undecided"": 51539}","[{""issue"": ""education"", ""priority_level"": ""low"", ""satisfaction_score"": 54}, {""issue"": ""infrastructure"", ""priority_level"": ""low"", ""satisfaction_score"": 44}, {""issue"": ""education"", ""priority_level"": ""low"", ""satisfaction_score"": 70}]",51,83.84,2025-01-02,"[""door_to_door"", ""events"", ""social_media""]","[""Leader_7"", ""Leader_7""]",medium,"[""Message theme 2"", ""Message theme 5"", ""Message theme 1"", ""Message theme 4""]","[""Door-to-door campaign"", ""Social media outreach""]",0.35,low,44,medium,177502.16,24,7,2025-12-05 12:30:12.084399,2025-12-05 12:30:12.084399
7c4a8b4c-d87e-4309-9f75-6a6a45342b88,PC06,issue_based_8_medak,issue_based,2025-02-01,165859,14.43,"{""age_group"": ""all"", ""gender"": ""female"", ""occupation_category"": ""homemaker_worker"", ""income_level"": ""lower_middle"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Jagtial"", ""voter_count"": 1071, ""concentration_pct"": 26.57}, {""ward"": ""Siddipet"", ""voter_count"": 1870, ""concentration_pct"": 10.02}, {""ward"": ""Medak"", ""voter_count"": 3133, ""concentration_pct"": 21.22}]","{""strong_favorable"": 55410, ""leaning_favorable"": 31224, ""neutral"": 20743, ""opposition"": 33709, ""undecided"": 24773}","[{""issue"": ""healthcare"", ""priority_level"": ""low"", ""satisfaction_score"": 42}, {""issue"": ""healthcare"", ""priority_level"": ""medium"", ""satisfaction_score"": 67}, {""issue"": ""water_supply"", ""priority_level"": ""low"", ""satisfaction_score"": 76}]",70,70.69,2025-01-08,"[""door_to_door"", ""whatsapp"", ""phone"", ""social_media""]","[""Leader_5"", ""Leader_8"", ""Leader_10"", ""Leader_1""]",high,"[""Message theme 3"", ""Message theme 3""]","[""Social media outreach"", ""Door-to-door campaign"", ""Phone banking"", ""Phone banking""]",0.41,high,62,medium,153471.86,35,12,2025-12-05 12:30:12.084427,2025-12-05 12:30:12.084427
