intel_id,constituency_id,opposition_party,report_date,overall_strength_score,estimated_vote_share,trend,candidate_profile,campaign_intensity,activity_metrics,key_messages,attack_lines,target_segments,strong_areas,weak_areas,alliance_partners,support_from_influencers,issues_being_raised,vulnerabilities,recommended_counter_actions,defensive_messaging,source_quality,verification_status,notes,reported_by,created_at,updated_at
5a861a09-7662-4979-9fca-aafdebb28fc2,PC10,CPI,2025-07-24,39,0.16,stable,"{""name"": ""CPI Candidate Chevella"", ""age"": 52, ""background"": ""Social activist"", ""strength_areas"": [""Media presence"", ""Ground connect""], ""weakness_areas"": [""Controversial past"", ""Poor communication""], ""popularity_score"": 54}",low,"{""public_meetings_30d"": 20, ""door_to_door_coverage_pct"": 57.61, ""social_media_reach"": 26834, ""volunteer_count"": 90, ""estimated_budget"": 25768948.09}","[""CPI message theme 1"", ""CPI message theme 2"", ""CPI message theme 3""]","[""Attack point 1"", ""Attack point 2"", ""Attack point 3"", ""Attack point 4""]","[""women"", ""farmers"", ""minorities"", ""youth""]","[{""ward"": ""Shadnagar"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.32}, {""ward"": ""Vicarabad"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.26}]","[{""ward"": ""Vicarabad"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.18}, {""ward"": ""Maheshwaram"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.19}]",[],"[""Influencer_6"", ""Influencer_16"", ""Influencer_6"", ""Influencer_18"", ""Influencer_11""]","[{""issue"": ""corruption"", ""narrative"": ""Narrative about issue 1"", ""impact_level"": ""medium""}, {""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 3"", ""impact_level"": ""high""}, {""issue"": ""corruption"", ""narrative"": ""Narrative about issue 1"", ""impact_level"": ""medium""}]","[{""vulnerability"": ""Weak local leadership"", ""severity"": ""medium"", ""exploitation_strategy"": ""Strategy 1""}, {""vulnerability"": ""Poor ground organization"", ""severity"": ""medium"", ""exploitation_strategy"": ""Strategy 3""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3"", ""Counter action 4""]","[""Defensive message 1"", ""Defensive message 2"", ""Defensive message 3"", ""Defensive message 4""]",low,probable,Intelligence report for CPI in Chevella,field_analyst_2,2025-07-24 20:00:00,2025-07-24 19:30:00
f8f9f60d-fd25-4f87-b0a1-b8fe581df221,PC10,BJP,2025-09-22,51,0.23,declining,"{""name"": ""BJP Candidate Chevella"", ""age"": 60, ""background"": ""Businessman"", ""strength_areas"": [""Resource mobilization"", ""Media presence""], ""weakness_areas"": [""Poor communication"", ""Limited experience""], ""popularity_score"": 53}",very_high,"{""public_meetings_30d"": 9, ""door_to_door_coverage_pct"": 24.4, ""social_media_reach"": 95300, ""volunteer_count"": 116, ""estimated_budget"": 18437034.3}","[""BJP message theme 1"", ""BJP message theme 2"", ""BJP message theme 3"", ""BJP message theme 4""]","[""Attack point 1"", ""Attack point 2""]","[""minorities"", ""urban_poor"", ""women"", ""youth""]","[{""ward"": ""Kalwakurthy"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.31}, {""ward"": ""Vicarabad"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.33}]","[{""ward"": ""Kalwakurthy"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.19}, {""ward"": ""Vicarabad"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.2}]","[""CPI""]","[""Influencer_9"", ""Influencer_18""]","[{""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 3"", ""impact_level"": ""medium""}, {""issue"": ""corruption"", ""narrative"": ""Narrative about issue 1"", ""impact_level"": ""low""}]","[{""vulnerability"": ""Limited resources"", ""severity"": ""high"", ""exploitation_strategy"": ""Strategy 4""}, {""vulnerability"": ""Weak local leadership"", ""severity"": ""high"", ""exploitation_strategy"": ""Strategy 2""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3""]","[""Defensive message 1"", ""Defensive message 2"", ""Defensive message 3"", ""Defensive message 4""]",low,verified,Intelligence report for BJP in Chevella,field_analyst_5,2025-09-22 21:00:00,2025-09-22 20:30:00
44eb5f04-2510-45f9-be30-4190fb686be3,PC10,BJP,2025-09-17,75,0.33,stable,"{""name"": ""BJP Candidate Chevella"", ""age"": 41, ""background"": ""Ex-bureaucrat"", ""strength_areas"": [""Ground connect"", ""Media presence""], ""weakness_areas"": [""Limited experience"", ""Poor communication""], ""popularity_score"": 76}",low,"{""public_meetings_30d"": 19, ""door_to_door_coverage_pct"": 49.88, ""social_media_reach"": 75499, ""volunteer_count"": 174, ""estimated_budget"": 49221452.49}","[""BJP message theme 1"", ""BJP message theme 2"", ""BJP message theme 3"", ""BJP message theme 4""]","[""Attack point 1"", ""Attack point 2"", ""Attack point 3""]","[""urban_poor"", ""youth"", ""minorities"", ""farmers""]","[{""ward"": ""Chevella"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.26}, {""ward"": ""Tandur"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.29}]","[{""ward"": ""Chevella"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.16}, {""ward"": ""Tandur"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.08}]",[],"[""Influencer_8"", ""Influencer_7"", ""Influencer_2"", ""Influencer_20"", ""Influencer_20""]","[{""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 3"", ""impact_level"": ""low""}, {""issue"": ""corruption"", ""narrative"": ""Narrative about issue 4"", ""impact_level"": ""high""}, {""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 4"", ""impact_level"": ""medium""}]","[{""vulnerability"": ""Limited resources"", ""severity"": ""low"", ""exploitation_strategy"": ""Strategy 4""}, {""vulnerability"": ""Poor ground organization"", ""severity"": ""high"", ""exploitation_strategy"": ""Strategy 4""}, {""vulnerability"": ""Weak local leadership"", ""severity"": ""medium"", ""exploitation_strategy"": ""Strategy 1""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3"", ""Counter action 4"", ""Counter action 5""]","[""Defensive message 1"", ""Defensive message 2"", ""Defensive message 3""]",low,rumor,Intelligence report for BJP in Chevella,field_analyst_8,2025-09-17 22:00:00,2025-09-17 16:30:00
8ec3b9a9-2a7b-44cc-af11-8b078e8eae4f,PC10,BJP,2025-05-25,41,0.15,declining,"{""name"": ""BJP Candidate Chevella"", ""age"": 47, ""background"": ""Social activist"", ""strength_areas"": [""Media presence"", ""Resource mobilization""], ""weakness_areas"": [""Controversial past"", ""Limited experience""], ""popularity_score"": 58}",very_high,"{""public_meetings_30d"": 11, ""door_to_door_coverage_pct"": 24.67, ""social_media_reach"": 63380, ""volunteer_count"": 161, ""estimated_budget"": 5162452.59}","[""BJP message theme 1"", ""BJP message theme 2"", ""BJP message theme 3"", ""BJP message theme 4""]","[""Attack point 1"", ""Attack point 2"", ""Attack point 3""]","[""women"", ""urban_poor""]","[{""ward"": ""Maheshwaram"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.32}, {""ward"": ""Tandur"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.3}]","[{""ward"": ""Tandur"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.09}, {""ward"": ""Pargi"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.11}]","[""AIMIM""]","[""Influencer_14"", ""Influencer_13"", ""Influencer_10"", ""Influencer_6""]","[{""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 2"", ""impact_level"": ""medium""}, {""issue"": ""corruption"", ""narrative"": ""Narrative about issue 5"", ""impact_level"": ""high""}, {""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 3"", ""impact_level"": ""low""}, {""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 3"", ""impact_level"": ""low""}]","[{""vulnerability"": ""Limited resources"", ""severity"": ""low"", ""exploitation_strategy"": ""Strategy 2""}, {""vulnerability"": ""Limited resources"", ""severity"": ""high"", ""exploitation_strategy"": ""Strategy 4""}, {""vulnerability"": ""Poor ground organization"", ""severity"": ""high"", ""exploitation_strategy"": ""Strategy 1""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3"", ""Counter action 4"", ""Counter action 5""]","[""Defensive message 1"", ""Defensive message 2""]",medium,verified,Intelligence report for BJP in Chevella,field_analyst_2,2025-05-25 16:00:00,2025-05-25 19:30:00
0e172c8c-071a-4359-9dbf-84809a27f003,PC10,BJP,2025-11-10,72,0.33,declining,"{""name"": ""BJP Candidate Chevella"", ""age"": 61, ""background"": ""Political veteran"", ""strength_areas"": [""Resource mobilization"", ""Ground connect""], ""weakness_areas"": [""Weak organization"", ""Limited experience""], ""popularity_score"": 58}",high,"{""public_meetings_30d"": 22, ""door_to_door_coverage_pct"": 23.8, ""social_media_reach"": 80899, ""volunteer_count"": 474, ""estimated_budget"": 23274696.43}","[""BJP message theme 1"", ""BJP message theme 2"", ""BJP message theme 3"", ""BJP message theme 4""]","[""Attack point 1"", ""Attack point 2"", ""Attack point 3"", ""Attack point 4""]","[""urban_poor"", ""women"", ""youth"", ""minorities""]","[{""ward"": ""Maheshwaram"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.36}, {""ward"": ""Vicarabad"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.33}]","[{""ward"": ""Vicarabad"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.12}, {""ward"": ""Shadnagar"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.08}]",[],"[""Influencer_18"", ""Influencer_4"", ""Influencer_6"", ""Influencer_10"", ""Influencer_17""]","[{""issue"": ""unemployment"", ""narrative"": ""Narrative about issue 4"", ""impact_level"": ""low""}, {""issue"": ""unemployment"", ""narrative"": ""Narrative about issue 5"", ""impact_level"": ""low""}, {""issue"": ""unemployment"", ""narrative"": ""Narrative about issue 1"", ""impact_level"": ""high""}, {""issue"": ""corruption"", ""narrative"": ""Narrative about issue 2"", ""impact_level"": ""low""}]","[{""vulnerability"": ""Weak local leadership"", ""severity"": ""high"", ""exploitation_strategy"": ""Strategy 5""}, {""vulnerability"": ""Limited resources"", ""severity"": ""high"", ""exploitation_strategy"": ""Strategy 1""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3""]","[""Defensive message 1"", ""Defensive message 2""]",medium,rumor,Intelligence report for BJP in Chevella,field_analyst_7,2025-11-10 22:00:00,2025-11-10 18:30:00
c44593bc-ac48-441c-b223-56c352c3f3e9,PC10,Independent,2025-08-07,44,0.3,declining,"{""name"": ""Independent Candidate Chevella"", ""age"": 53, ""background"": ""Social activist"", ""strength_areas"": [""Youth appeal"", ""Resource mobilization""], ""weakness_areas"": [""Weak organization"", ""Controversial past""], ""popularity_score"": 48}",low,"{""public_meetings_30d"": 10, ""door_to_door_coverage_pct"": 24.74, ""social_media_reach"": 15346, ""volunteer_count"": 398, ""estimated_budget"": 18729196.08}","[""Independent message theme 1"", ""Independent message theme 2"", ""Independent message theme 3"", ""Independent message theme 4""]","[""Attack point 1"", ""Attack point 2"", ""Attack point 3"", ""Attack point 4""]","[""women"", ""minorities""]","[{""ward"": ""Pargi"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.42}, {""ward"": ""Maheshwaram"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.37}]","[{""ward"": ""Pargi"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.1}, {""ward"": ""Kalwakurthy"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.15}]","[""Independent""]","[""Influencer_7"", ""Influencer_3"", ""Influencer_13""]","[{""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 1"", ""impact_level"": ""high""}, {""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 1"", ""impact_level"": ""medium""}, {""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 4"", ""impact_level"": ""medium""}, {""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 4"", ""impact_level"": ""low""}]","[{""vulnerability"": ""Weak local leadership"", ""severity"": ""high"", ""exploitation_strategy"": ""Strategy 2""}, {""vulnerability"": ""Internal conflicts"", ""severity"": ""low"", ""exploitation_strategy"": ""Strategy 2""}, {""vulnerability"": ""Poor ground organization"", ""severity"": ""medium"", ""exploitation_strategy"": ""Strategy 2""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3"", ""Counter action 4"", ""Counter action 5""]","[""Defensive message 1"", ""Defensive message 2""]",medium,rumor,Intelligence report for Independent in Chevella,field_analyst_5,2025-08-07 20:00:00,2025-08-07 18:30:00
b60439d0-c059-46ed-adea-7320dd40efe9,PC10,Independent,2025-06-08,48,0.21,stable,"{""name"": ""Independent Candidate Chevella"", ""age"": 54, ""background"": ""Businessman"", ""strength_areas"": [""Youth appeal"", ""Ground connect""], ""weakness_areas"": [""Poor communication"", ""Weak organization""], ""popularity_score"": 75}",high,"{""public_meetings_30d"": 9, ""door_to_door_coverage_pct"": 27.7, ""social_media_reach"": 66908, ""volunteer_count"": 254, ""estimated_budget"": 34556395.21}","[""Independent message theme 1"", ""Independent message theme 2"", ""Independent message theme 3"", ""Independent message theme 4"", ""Independent message theme 5""]","[""Attack point 1"", ""Attack point 2"", ""Attack point 3""]","[""women"", ""urban_poor""]","[{""ward"": ""Pargi"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.42}, {""ward"": ""Chevella"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.34}]","[{""ward"": ""Pargi"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.09}, {""ward"": ""Vicarabad"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.1}]",[],"[""Influencer_18"", ""Influencer_5"", ""Influencer_7""]","[{""issue"": ""corruption"", ""narrative"": ""Narrative about issue 3"", ""impact_level"": ""low""}, {""issue"": ""corruption"", ""narrative"": ""Narrative about issue 3"", ""impact_level"": ""low""}]","[{""vulnerability"": ""Poor ground organization"", ""severity"": ""medium"", ""exploitation_strategy"": ""Strategy 4""}, {""vulnerability"": ""Weak local leadership"", ""severity"": ""high"", ""exploitation_strategy"": ""Strategy 2""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3"", ""Counter action 4""]","[""Defensive message 1"", ""Defensive message 2"", ""Defensive message 3""]",low,verified,Intelligence report for Independent in Chevella,field_analyst_5,2025-06-08 16:00:00,2025-06-08 17:30:00
d74177d4-5878-4c4b-bb09-3eab3029e214,PC10,Independent,2025-04-28,39,0.27,growing,"{""name"": ""Independent Candidate Chevella"", ""age"": 65, ""background"": ""Political veteran"", ""strength_areas"": [""Media presence"", ""Resource mobilization""], ""weakness_areas"": [""Weak organization"", ""Poor communication""], ""popularity_score"": 50}",low,"{""public_meetings_30d"": 18, ""door_to_door_coverage_pct"": 48.42, ""social_media_reach"": 47160, ""volunteer_count"": 277, ""estimated_budget"": 10123767.96}","[""Independent message theme 1"", ""Independent message theme 2"", ""Independent message theme 3"", ""Independent message theme 4"", ""Independent message theme 5""]","[""Attack point 1"", ""Attack point 2""]","[""urban_poor"", ""women"", ""farmers""]","[{""ward"": ""Shadnagar"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.43}, {""ward"": ""Vicarabad"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.34}]","[{""ward"": ""Pargi"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.1}, {""ward"": ""Maheshwaram"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.16}]",[],"[""Influencer_14"", ""Influencer_5""]","[{""issue"": ""poor_infrastructure"", ""narrative"": ""Narrative about issue 4"", ""impact_level"": ""medium""}, {""issue"": ""corruption"", ""narrative"": ""Narrative about issue 4"", ""impact_level"": ""low""}]","[{""vulnerability"": ""Poor ground organization"", ""severity"": ""medium"", ""exploitation_strategy"": ""Strategy 1""}, {""vulnerability"": ""Poor ground organization"", ""severity"": ""high"", ""exploitation_strategy"": ""Strategy 4""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3"", ""Counter action 4"", ""Counter action 5""]","[""Defensive message 1"", ""Defensive message 2"", ""Defensive message 3""]",high,probable,Intelligence report for Independent in Chevella,field_analyst_9,2025-04-28 18:00:00,2025-04-28 19:30:00
c6727c4c-53cd-4c52-b0a5-1c05c62ee50a,PC10,Independent,2025-01-15,55,0.26,declining,"{""name"": ""Independent Candidate Chevella"", ""age"": 59, ""background"": ""Political veteran"", ""strength_areas"": [""Ground connect"", ""Media presence""], ""weakness_areas"": [""Weak organization"", ""Poor communication""], ""popularity_score"": 50}",very_high,"{""public_meetings_30d"": 10, ""door_to_door_coverage_pct"": 66.93, ""social_media_reach"": 95546, ""volunteer_count"": 167, ""estimated_budget"": 40267305.26}","[""Independent message theme 1"", ""Independent message theme 2"", ""Independent message theme 3""]","[""Attack point 1"", ""Attack point 2"", ""Attack point 3""]","[""youth"", ""women""]","[{""ward"": ""Kalwakurthy"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.35}, {""ward"": ""Chevella"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.32}]","[{""ward"": ""Chevella"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.14}, {""ward"": ""Tandur"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.15}]",[],"[""Influencer_10"", ""Influencer_19""]","[{""issue"": ""poor_infrastructure"", ""narrative"": ""Narrative about issue 3"", ""impact_level"": ""high""}, {""issue"": ""corruption"", ""narrative"": ""Narrative about issue 5"", ""impact_level"": ""high""}]","[{""vulnerability"": ""Limited resources"", ""severity"": ""medium"", ""exploitation_strategy"": ""Strategy 2""}, {""vulnerability"": ""Limited resources"", ""severity"": ""low"", ""exploitation_strategy"": ""Strategy 1""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3"", ""Counter action 4"", ""Counter action 5""]","[""Defensive message 1"", ""Defensive message 2"", ""Defensive message 3""]",low,probable,Intelligence report for Independent in Chevella,field_analyst_9,2025-01-15 17:00:00,2025-01-15 21:30:00
6c4bc63b-4fb8-490a-a8be-bdc5df01fc36,PC10,Independent,2025-06-22,40,0.22,declining,"{""name"": ""Independent Candidate Chevella"", ""age"": 49, ""background"": ""Social activist"", ""strength_areas"": [""Resource mobilization"", ""Youth appeal""], ""weakness_areas"": [""Limited experience"", ""Weak organization""], ""popularity_score"": 78}",medium,"{""public_meetings_30d"": 6, ""door_to_door_coverage_pct"": 57.01, ""social_media_reach"": 68868, ""volunteer_count"": 371, ""estimated_budget"": 32702226.53}","[""Independent message theme 1"", ""Independent message theme 2"", ""Independent message theme 3"", ""Independent message theme 4"", ""Independent message theme 5""]","[""Attack point 1"", ""Attack point 2"", ""Attack point 3"", ""Attack point 4""]","[""farmers"", ""urban_poor"", ""women"", ""minorities""]","[{""ward"": ""Shadnagar"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.29}, {""ward"": ""Chevella"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.4}]","[{""ward"": ""Kalwakurthy"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.2}, {""ward"": ""Maheshwaram"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.16}]",[],"[""Influencer_8"", ""Influencer_12"", ""Influencer_18"", ""Influencer_16""]","[{""issue"": ""poor_infrastructure"", ""narrative"": ""Narrative about issue 1"", ""impact_level"": ""low""}, {""issue"": ""poor_infrastructure"", ""narrative"": ""Narrative about issue 3"", ""impact_level"": ""high""}]","[{""vulnerability"": ""Poor ground organization"", ""severity"": ""medium"", ""exploitation_strategy"": ""Strategy 5""}, {""vulnerability"": ""Internal conflicts"", ""severity"": ""low"", ""exploitation_strategy"": ""Strategy 2""}, {""vulnerability"": ""Limited resources"", ""severity"": ""low"", ""exploitation_strategy"": ""Strategy 1""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3""]","[""Defensive message 1"", ""Defensive message 2"", ""Defensive message 3"", ""Defensive message 4""]",low,rumor,Intelligence report for Independent in Chevella,field_analyst_8,2025-06-22 21:00:00,2025-06-22 18:30:00
477b96d5-2dbd-41b7-bc88-20ffa98ecb53,PC10,Independent,2025-11-05,61,0.33,declining,"{""name"": ""Independent Candidate Chevella"", ""age"": 38, ""background"": ""Political veteran"", ""strength_areas"": [""Media presence"", ""Ground connect""], ""weakness_areas"": [""Limited experience"", ""Weak organization""], ""popularity_score"": 79}",low,"{""public_meetings_30d"": 6, ""door_to_door_coverage_pct"": 67.95, ""social_media_reach"": 20315, ""volunteer_count"": 391, ""estimated_budget"": 37936387.87}","[""Independent message theme 1"", ""Independent message theme 2"", ""Independent message theme 3"", ""Independent message theme 4""]","[""Attack point 1"", ""Attack point 2""]","[""youth"", ""women"", ""urban_poor""]","[{""ward"": ""Shadnagar"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.4}, {""ward"": ""Pargi"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.37}]","[{""ward"": ""Kalwakurthy"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.15}, {""ward"": ""Tandur"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.07}]",[],"[""Influencer_10"", ""Influencer_5""]","[{""issue"": ""poor_infrastructure"", ""narrative"": ""Narrative about issue 1"", ""impact_level"": ""high""}, {""issue"": ""unemployment"", ""narrative"": ""Narrative about issue 1"", ""impact_level"": ""medium""}, {""issue"": ""unemployment"", ""narrative"": ""Narrative about issue 1"", ""impact_level"": ""high""}]","[{""vulnerability"": ""Limited resources"", ""severity"": ""low"", ""exploitation_strategy"": ""Strategy 4""}, {""vulnerability"": ""Poor ground organization"", ""severity"": ""low"", ""exploitation_strategy"": ""Strategy 1""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3"", ""Counter action 4"", ""Counter action 5""]","[""Defensive message 1"", ""Defensive message 2"", ""Defensive message 3""]",low,verified,Intelligence report for Independent in Chevella,field_analyst_3,2025-11-05 19:00:00,2025-11-05 16:30:00
a922357b-3dca-4939-a941-9304a73c5783,PC11,BRS,2025-12-25,69,0.24,growing,"{""name"": ""BRS Candidate Mahbubnagar"", ""age"": 60, ""background"": ""Businessman"", ""strength_areas"": [""Youth appeal"", ""Resource mobilization""], ""weakness_areas"": [""Controversial past"", ""Weak organization""], ""popularity_score"": 69}",very_high,"{""public_meetings_30d"": 8, ""door_to_door_coverage_pct"": 23.0, ""social_media_reach"": 64381, ""volunteer_count"": 206, ""estimated_budget"": 15941884.3}","[""BRS message theme 1"", ""BRS message theme 2"", ""BRS message theme 3"", ""BRS message theme 4"", ""BRS message theme 5""]","[""Attack point 1"", ""Attack point 2"", ""Attack point 3""]","[""urban_poor"", ""youth"", ""women""]","[{""ward"": ""Kalwakurthy"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.27}, {""ward"": ""Kollapur"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.32}]","[{""ward"": ""Kollapur"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.08}, {""ward"": ""Mahbubnagar"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.12}]","[""Independent""]","[""Influencer_7"", ""Influencer_16"", ""Influencer_13""]","[{""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 1"", ""impact_level"": ""low""}, {""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 1"", ""impact_level"": ""medium""}, {""issue"": ""poor_infrastructure"", ""narrative"": ""Narrative about issue 3"", ""impact_level"": ""low""}]","[{""vulnerability"": ""Internal conflicts"", ""severity"": ""medium"", ""exploitation_strategy"": ""Strategy 4""}, {""vulnerability"": ""Internal conflicts"", ""severity"": ""low"", ""exploitation_strategy"": ""Strategy 5""}, {""vulnerability"": ""Weak local leadership"", ""severity"": ""high"", ""exploitation_strategy"": ""Strategy 3""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3"", ""Counter action 4"", ""Counter action 5""]","[""Defensive message 1"", ""Defensive message 2"", ""Defensive message 3""]",medium,probable,Intelligence report for BRS in Mahbubnagar,field_analyst_4,2025-12-25 16:00:00,2025-12-25 18:30:00
ea8d0064-6ffa-4dfe-bc55-aca96a670797,PC11,BRS,2025-11-28,35,0.31,declining,"{""name"": ""BRS Candidate Mahbubnagar"", ""age"": 56, ""background"": ""Ex-bureaucrat"", ""strength_areas"": [""Media presence"", ""Youth appeal""], ""weakness_areas"": [""Limited experience"", ""Weak organization""], ""popularity_score"": 61}",low,"{""public_meetings_30d"": 25, ""door_to_door_coverage_pct"": 43.12, ""social_media_reach"": 46894, ""volunteer_count"": 397, ""estimated_budget"": 34989089.48}","[""BRS message theme 1"", ""BRS message theme 2"", ""BRS message theme 3"", ""BRS message theme 4"", ""BRS message theme 5""]","[""Attack point 1"", ""Attack point 2""]","[""farmers"", ""minorities"", ""women""]","[{""ward"": ""Jadcherla"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.31}, {""ward"": ""Wanaparthy"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.28}]","[{""ward"": ""Kollapur"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.19}, {""ward"": ""Achampet"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.18}]","[""CPI""]","[""Influencer_3"", ""Influencer_13"", ""Influencer_14"", ""Influencer_16"", ""Influencer_17""]","[{""issue"": ""corruption"", ""narrative"": ""Narrative about issue 5"", ""impact_level"": ""medium""}, {""issue"": ""corruption"", ""narrative"": ""Narrative about issue 1"", ""impact_level"": ""low""}, {""issue"": ""corruption"", ""narrative"": ""Narrative about issue 3"", ""impact_level"": ""high""}, {""issue"": ""poor_infrastructure"", ""narrative"": ""Narrative about issue 1"", ""impact_level"": ""low""}]","[{""vulnerability"": ""Poor ground organization"", ""severity"": ""high"", ""exploitation_strategy"": ""Strategy 2""}, {""vulnerability"": ""Internal conflicts"", ""severity"": ""low"", ""exploitation_strategy"": ""Strategy 3""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3""]","[""Defensive message 1"", ""Defensive message 2""]",medium,probable,Intelligence report for BRS in Mahbubnagar,field_analyst_5,2025-11-28 16:00:00,2025-11-28 22:30:00
