summary_id,constituency_id,report_date,report_period,overall_health_score,key_achievements,critical_issues,top_opportunities,immediate_actions,risk_alerts,constituency_mood,political_temperature,generated_by,reviewed_by,created_at,updated_at
b6982c69-c552-4f63-9a9e-16ae5133d319,PC05,2025-08-01,monthly,87,"[""Completed 8 infrastructure projects"", ""Resolved 251 grievances"", ""Conducted 17 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 49 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",neutral,67,ai_system,admin,2025-08-01 09:00:00,2025-08-01 18:00:00
df8b2898-26c7-4340-aff9-695a81ad5488,PC05,2025-09-01,monthly,86,"[""Completed 3 infrastructure projects"", ""Resolved 264 grievances"", ""Conducted 28 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 75 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",neutral,60,ai_system,admin,2025-09-01 09:00:00,2025-09-01 18:00:00
8a1c747b-3e5f-4efa-a359-2ee530cbf5ab,PC05,2025-10-01,monthly,81,"[""Completed 3 infrastructure projects"", ""Resolved 166 grievances"", ""Conducted 25 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 78 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",positive,70,ai_system,admin,2025-10-01 09:00:00,2025-10-01 18:00:00
6324f4a8-3f8e-4630-95a3-ea8f76230be1,PC05,2025-11-01,monthly,78,"[""Completed 6 infrastructure projects"", ""Resolved 205 grievances"", ""Conducted 17 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 37 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",positive,83,ai_system,admin,2025-11-01 09:00:00,2025-11-01 18:00:00
cc6e4b26-8d32-422a-b64d-ad606468668f,PC05,2025-12-01,monthly,73,"[""Completed 7 infrastructure projects"", ""Resolved 275 grievances"", ""Conducted 18 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 30 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",neutral,74,ai_system,admin,2025-12-01 09:00:00,2025-12-01 18:00:00
f295c929-48a1-49f4-8a65-54b7a966f514,PC06,2025-01-01,monthly,89,"[""Completed 5 infrastructure projects"", ""Resolved 184 grievances"", ""Conducted 26 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 81 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",positive,70,ai_system,admin,2025-01-01 09:00:00,2025-01-01 18:00:00
57479b30-e7db-4e73-8ad6-1677891059c4,PC06,2025-02-01,monthly,85,"[""Completed 4 infrastructure projects"", ""Resolved 104 grievances"", ""Conducted 29 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 51 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",positive,69,ai_system,admin,2025-02-01 09:00:00,2025-02-01 18:00:00
96006ba2-e65b-4d82-9a4d-2c3c2904184b,PC06,2025-03-01,monthly,71,"[""Completed 8 infrastructure projects"", ""Resolved 155 grievances"", ""Conducted 29 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 53 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",positive,70,ai_system,admin,2025-03-01 09:00:00,2025-03-01 18:00:00
5eac5427-e2a5-4da6-8f4a-4502c6f0fef6,PC06,2025-04-01,monthly,71,"[""Completed 3 infrastructure projects"", ""Resolved 230 grievances"", ""Conducted 30 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 72 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",cautiously_positive,78,ai_system,admin,2025-04-01 09:00:00,2025-04-01 18:00:00
0869b2ff-d25b-47db-9eaa-7faf24b446d3,PC06,2025-05-01,monthly,86,"[""Completed 4 infrastructure projects"", ""Resolved 119 grievances"", ""Conducted 30 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 81 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",positive,68,ai_system,admin,2025-05-01 09:00:00,2025-05-01 18:00:00
5cb0a783-7e4e-48a0-be7f-afb9ba0c27ef,PC06,2025-06-01,monthly,83,"[""Completed 7 infrastructure projects"", ""Resolved 280 grievances"", ""Conducted 24 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 63 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",cautiously_positive,67,ai_system,admin,2025-06-01 09:00:00,2025-06-01 18:00:00
a17825cf-5273-4792-80df-ebc705e74fa4,PC06,2025-07-01,monthly,73,"[""Completed 5 infrastructure projects"", ""Resolved 269 grievances"", ""Conducted 28 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 56 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",positive,67,ai_system,admin,2025-07-01 09:00:00,2025-07-01 18:00:00
b87e4b98-c882-4ea1-8411-f51086de5f1c,PC06,2025-08-01,monthly,71,"[""Completed 4 infrastructure projects"", ""Resolved 221 grievances"", ""Conducted 26 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 80 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",neutral,69,ai_system,admin,2025-08-01 09:00:00,2025-08-01 18:00:00
e7c050aa-7234-4a13-ab9c-b15830216aaa,PC06,2025-09-01,monthly,90,"[""Completed 4 infrastructure projects"", ""Resolved 118 grievances"", ""Conducted 20 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 42 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",neutral,69,ai_system,admin,2025-09-01 09:00:00,2025-09-01 18:00:00
b67662e3-8439-491a-90ce-4334e35b7051,PC06,2025-10-01,monthly,87,"[""Completed 4 infrastructure projects"", ""Resolved 203 grievances"", ""Conducted 24 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 71 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",positive,73,ai_system,admin,2025-10-01 09:00:00,2025-10-01 18:00:00
4c943fb1-b63d-4e81-bc52-862bab62b22b,PC06,2025-11-01,monthly,83,"[""Completed 7 infrastructure projects"", ""Resolved 254 grievances"", ""Conducted 19 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 60 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",cautiously_positive,81,ai_system,admin,2025-11-01 09:00:00,2025-11-01 18:00:00
6e10f918-944a-4867-89cc-a8bad5e4f864,PC06,2025-12-01,monthly,75,"[""Completed 8 infrastructure projects"", ""Resolved 156 grievances"", ""Conducted 24 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 50 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",cautiously_positive,60,ai_system,admin,2025-12-01 09:00:00,2025-12-01 18:00:00
b196aa1b-097a-4f74-87a3-16216cdef16d,PC07,2025-01-01,monthly,75,"[""Completed 4 infrastructure projects"", ""Resolved 110 grievances"", ""Conducted 29 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 45 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",cautiously_positive,80,ai_system,admin,2025-01-01 09:00:00,2025-01-01 18:00:00
01a0e372-e30f-4cda-9b85-235eff0f4be3,PC07,2025-02-01,monthly,89,"[""Completed 3 infrastructure projects"", ""Resolved 131 grievances"", ""Conducted 30 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 53 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",cautiously_positive,64,ai_system,admin,2025-02-01 09:00:00,2025-02-01 18:00:00
63ac6cf5-5dd6-467f-a5c2-f342a4a54c71,PC07,2025-03-01,monthly,76,"[""Completed 4 infrastructure projects"", ""Resolved 190 grievances"", ""Conducted 15 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 45 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",neutral,70,ai_system,admin,2025-03-01 09:00:00,2025-03-01 18:00:00
804b67f7-b289-4e06-a943-54bd145305e5,PC07,2025-04-01,monthly,82,"[""Completed 5 infrastructure projects"", ""Resolved 297 grievances"", ""Conducted 22 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 42 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",neutral,70,ai_system,admin,2025-04-01 09:00:00,2025-04-01 18:00:00
2f713551-3d32-466b-8e7d-1f78493d4bd6,PC07,2025-05-01,monthly,79,"[""Completed 7 infrastructure projects"", ""Resolved 287 grievances"", ""Conducted 29 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 43 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",positive,60,ai_system,admin,2025-05-01 09:00:00,2025-05-01 18:00:00
9dc63433-6fb3-494a-b75e-c4cf2bad3bbe,PC07,2025-06-01,monthly,84,"[""Completed 6 infrastructure projects"", ""Resolved 131 grievances"", ""Conducted 19 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 62 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",neutral,60,ai_system,admin,2025-06-01 09:00:00,2025-06-01 18:00:00
a443b6cc-9919-491c-ab27-0fa587aac50c,PC07,2025-07-01,monthly,89,"[""Completed 5 infrastructure projects"", ""Resolved 131 grievances"", ""Conducted 29 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 87 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",cautiously_positive,64,ai_system,admin,2025-07-01 09:00:00,2025-07-01 18:00:00
e8409f8a-53dd-4c16-bcca-097fd6e9d199,PC07,2025-08-01,monthly,79,"[""Completed 6 infrastructure projects"", ""Resolved 179 grievances"", ""Conducted 21 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 51 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",positive,61,ai_system,admin,2025-08-01 09:00:00,2025-08-01 18:00:00
bda374c9-b14e-4fc7-9aee-faa990222e55,PC07,2025-09-01,monthly,89,"[""Completed 6 infrastructure projects"", ""Resolved 253 grievances"", ""Conducted 27 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 56 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",positive,70,ai_system,admin,2025-09-01 09:00:00,2025-09-01 18:00:00
40c1b32b-7c06-4db3-b73f-5768e5031bfa,PC07,2025-10-01,monthly,84,"[""Completed 5 infrastructure projects"", ""Resolved 285 grievances"", ""Conducted 23 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 56 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",neutral,67,ai_system,admin,2025-10-01 09:00:00,2025-10-01 18:00:00
b2e93e62-3a7a-4ef4-ba07-fda152b4fd18,PC07,2025-11-01,monthly,89,"[""Completed 5 infrastructure projects"", ""Resolved 234 grievances"", ""Conducted 19 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 70 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",neutral,69,ai_system,admin,2025-11-01 09:00:00,2025-11-01 18:00:00
869ecbd2-f35d-4953-99bf-fafd6741d531,PC07,2025-12-01,monthly,79,"[""Completed 7 infrastructure projects"", ""Resolved 253 grievances"", ""Conducted 20 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 35 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",cautiously_positive,85,ai_system,admin,2025-12-01 09:00:00,2025-12-01 18:00:00
1a892b07-c440-4519-9758-18844869c305,PC08,2025-01-01,monthly,90,"[""Completed 6 infrastructure projects"", ""Resolved 296 grievances"", ""Conducted 30 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 37 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",positive,84,ai_system,admin,2025-01-01 09:00:00,2025-01-01 18:00:00
74da883a-d496-4ce7-80da-011fc99cbb9c,PC08,2025-02-01,monthly,82,"[""Completed 5 infrastructure projects"", ""Resolved 120 grievances"", ""Conducted 17 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 77 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",neutral,64,ai_system,admin,2025-02-01 09:00:00,2025-02-01 18:00:00
d3ed0fc7-78f3-4167-b3a2-42f76e7a21e0,PC08,2025-03-01,monthly,70,"[""Completed 3 infrastructure projects"", ""Resolved 135 grievances"", ""Conducted 30 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 39 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",positive,70,ai_system,admin,2025-03-01 09:00:00,2025-03-01 18:00:00
ecbc3db2-22d9-442a-b574-bf23e1d3f677,PC08,2025-04-01,monthly,73,"[""Completed 5 infrastructure projects"", ""Resolved 270 grievances"", ""Conducted 24 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 52 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",cautiously_positive,61,ai_system,admin,2025-04-01 09:00:00,2025-04-01 18:00:00
e7f27bf2-bf81-42c8-b75a-8f413ece25ad,PC08,2025-05-01,monthly,84,"[""Completed 5 infrastructure projects"", ""Resolved 253 grievances"", ""Conducted 19 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 59 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",neutral,79,ai_system,admin,2025-05-01 09:00:00,2025-05-01 18:00:00
1eabef09-dd86-46af-b893-0bc3377c9904,PC08,2025-06-01,monthly,79,"[""Completed 4 infrastructure projects"", ""Resolved 134 grievances"", ""Conducted 15 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 64 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",positive,81,ai_system,admin,2025-06-01 09:00:00,2025-06-01 18:00:00
f3859ca8-4eb7-4b82-8aec-953938de8ea4,PC08,2025-07-01,monthly,85,"[""Completed 6 infrastructure projects"", ""Resolved 232 grievances"", ""Conducted 21 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 59 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",positive,77,ai_system,admin,2025-07-01 09:00:00,2025-07-01 18:00:00
01ba227c-29eb-4cf0-bc58-8a693800d560,PC08,2025-08-01,monthly,89,"[""Completed 3 infrastructure projects"", ""Resolved 103 grievances"", ""Conducted 15 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 31 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",positive,75,ai_system,admin,2025-08-01 09:00:00,2025-08-01 18:00:00
f904e98a-c2f0-4ce3-9d59-6426574bd8e6,PC08,2025-09-01,monthly,87,"[""Completed 5 infrastructure projects"", ""Resolved 238 grievances"", ""Conducted 23 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 33 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",neutral,60,ai_system,admin,2025-09-01 09:00:00,2025-09-01 18:00:00
fc3ee71a-4dc3-4b66-a360-2f177e25d456,PC08,2025-10-01,monthly,89,"[""Completed 7 infrastructure projects"", ""Resolved 288 grievances"", ""Conducted 18 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 71 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",cautiously_positive,81,ai_system,admin,2025-10-01 09:00:00,2025-10-01 18:00:00
cb0ef87f-078c-46c0-9866-4cbe131b7080,PC08,2025-11-01,monthly,83,"[""Completed 6 infrastructure projects"", ""Resolved 147 grievances"", ""Conducted 17 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 43 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",neutral,75,ai_system,admin,2025-11-01 09:00:00,2025-11-01 18:00:00
3bd7225d-162c-4374-8fc6-7abebe057810,PC08,2025-12-01,monthly,85,"[""Completed 4 infrastructure projects"", ""Resolved 178 grievances"", ""Conducted 26 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 39 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",cautiously_positive,68,ai_system,admin,2025-12-01 09:00:00,2025-12-01 18:00:00
e7b2470e-17c8-48cb-bcb6-9d4823e11671,PC09,2025-01-01,monthly,80,"[""Completed 6 infrastructure projects"", ""Resolved 156 grievances"", ""Conducted 20 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 70 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",neutral,73,ai_system,admin,2025-01-01 09:00:00,2025-01-01 18:00:00
283bc450-5f0b-46aa-9018-e504dcff576d,PC09,2025-02-01,monthly,70,"[""Completed 4 infrastructure projects"", ""Resolved 157 grievances"", ""Conducted 24 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 78 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",positive,82,ai_system,admin,2025-02-01 09:00:00,2025-02-01 18:00:00
1add8129-2428-4ee9-9ee0-3fda14257c5a,PC09,2025-03-01,monthly,80,"[""Completed 5 infrastructure projects"", ""Resolved 252 grievances"", ""Conducted 20 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 89 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",positive,80,ai_system,admin,2025-03-01 09:00:00,2025-03-01 18:00:00
c02f846f-3b43-43d9-8d3f-3339e7c988dd,PC09,2025-04-01,monthly,79,"[""Completed 3 infrastructure projects"", ""Resolved 256 grievances"", ""Conducted 21 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 42 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",positive,81,ai_system,admin,2025-04-01 09:00:00,2025-04-01 18:00:00
16747591-8721-4418-b312-f86a01019af2,PC09,2025-05-01,monthly,70,"[""Completed 4 infrastructure projects"", ""Resolved 142 grievances"", ""Conducted 28 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 49 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",positive,65,ai_system,admin,2025-05-01 09:00:00,2025-05-01 18:00:00
b58801f2-090d-4832-83ca-698bcf00e4d5,PC09,2025-06-01,monthly,89,"[""Completed 5 infrastructure projects"", ""Resolved 120 grievances"", ""Conducted 30 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 83 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",cautiously_positive,71,ai_system,admin,2025-06-01 09:00:00,2025-06-01 18:00:00
97d254f6-3fa9-42e9-acea-7708b94edeb3,PC09,2025-07-01,monthly,75,"[""Completed 7 infrastructure projects"", ""Resolved 114 grievances"", ""Conducted 21 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 46 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",positive,71,ai_system,admin,2025-07-01 09:00:00,2025-07-01 18:00:00
29178378-8b6b-4618-b6fb-cae728f337a8,PC09,2025-08-01,monthly,72,"[""Completed 4 infrastructure projects"", ""Resolved 152 grievances"", ""Conducted 21 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 46 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",positive,61,ai_system,admin,2025-08-01 09:00:00,2025-08-01 18:00:00
65826a69-7b80-4051-92d5-9b93a8a78fd1,PC09,2025-09-01,monthly,89,"[""Completed 8 infrastructure projects"", ""Resolved 293 grievances"", ""Conducted 17 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 50 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",neutral,66,ai_system,admin,2025-09-01 09:00:00,2025-09-01 18:00:00
788a231c-530f-4fb9-b0a3-4421264cb838,PC09,2025-10-01,monthly,88,"[""Completed 6 infrastructure projects"", ""Resolved 204 grievances"", ""Conducted 18 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 61 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",neutral,81,ai_system,admin,2025-10-01 09:00:00,2025-10-01 18:00:00
81876aee-f30e-487b-9288-6f66493ce452,PC09,2025-11-01,monthly,79,"[""Completed 3 infrastructure projects"", ""Resolved 210 grievances"", ""Conducted 27 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 79 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",positive,84,ai_system,admin,2025-11-01 09:00:00,2025-11-01 18:00:00
acf175f0-6593-490f-8109-73b6a05daddc,PC09,2025-12-01,monthly,89,"[""Completed 8 infrastructure projects"", ""Resolved 194 grievances"", ""Conducted 28 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 80 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",cautiously_positive,66,ai_system,admin,2025-12-01 09:00:00,2025-12-01 18:00:00
ee069182-5bd5-4d95-ab56-8b628bb2b5be,PC10,2025-01-01,monthly,84,"[""Completed 3 infrastructure projects"", ""Resolved 178 grievances"", ""Conducted 22 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 88 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",neutral,85,ai_system,admin,2025-01-01 09:00:00,2025-01-01 18:00:00
f0d554af-fe60-4cd8-a06c-ae21b968f32a,PC10,2025-02-01,monthly,85,"[""Completed 8 infrastructure projects"", ""Resolved 188 grievances"", ""Conducted 21 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 41 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",cautiously_positive,75,ai_system,admin,2025-02-01 09:00:00,2025-02-01 18:00:00
b75fa292-8ba4-4bc9-abea-9062308c292b,PC10,2025-03-01,monthly,80,"[""Completed 5 infrastructure projects"", ""Resolved 134 grievances"", ""Conducted 28 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 78 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",positive,64,ai_system,admin,2025-03-01 09:00:00,2025-03-01 18:00:00
