booth_id,constituency_id,booth_number,booth_name,location_ward,analysis_date,total_voters,male_voters,female_voters,first_time_voters,senior_voters,booth_score,risk_level,competitive_threat_score,booth_agents,active_volunteers,booth_committee_strength,last_meeting_date,surveyed_by,verification_date,created_at,updated_at
PC05_B093,PC05,B093,Polling Station 93,Sangareddy,2025-11-01,4914,2555,2358,393,589,90,secure,51,4,8,strong,2025-10-24,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B094,PC05,B094,Polling Station 94,Narayankhed,2025-11-01,5045,2623,2421,403,605,52,vulnerable,34,5,15,moderate,2025-11-23,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B095,PC05,B095,Polling Station 95,Gajwel,2025-11-01,4916,2556,2359,393,589,74,moderate,21,2,18,strong,2025-11-02,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B096,PC05,B096,Polling Station 96,Zahirabad,2025-11-01,5072,2637,2434,405,608,64,moderate,63,3,7,moderate,2025-10-19,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B097,PC05,B097,Polling Station 97,Patancheru,2025-11-01,4931,2564,2366,394,591,92,secure,24,2,8,moderate,2025-10-02,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B098,PC05,B098,Polling Station 98,Narayankhed,2025-11-01,4957,2577,2379,396,594,69,moderate,39,4,17,moderate,2025-10-06,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B099,PC05,B099,Polling Station 99,Sangareddy,2025-11-01,4908,2552,2355,392,588,90,secure,39,4,20,weak,2025-10-20,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B100,PC05,B100,Polling Station 100,Andole,2025-11-01,5033,2617,2415,402,603,91,secure,22,5,16,strong,2025-10-17,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B101,PC05,B101,Polling Station 101,Zahirabad,2025-11-01,5066,2634,2431,405,607,45,vulnerable,38,3,19,moderate,2025-11-24,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B102,PC05,B102,Polling Station 102,Dubbak,2025-11-01,4990,2594,2395,399,598,84,secure,62,3,17,moderate,2025-11-21,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B103,PC05,B103,Polling Station 103,Narayankhed,2025-11-01,4938,2567,2370,395,592,48,vulnerable,46,2,20,moderate,2025-11-08,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B104,PC05,B104,Polling Station 104,Dubbak,2025-11-01,4973,2585,2387,397,596,45,vulnerable,34,5,18,weak,2025-11-26,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B105,PC05,B105,Polling Station 105,Patancheru,2025-11-01,4959,2578,2380,396,595,62,moderate,27,2,8,strong,2025-11-22,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B106,PC05,B106,Polling Station 106,Sangareddy,2025-11-01,5071,2636,2434,405,608,57,vulnerable,39,5,20,moderate,2025-11-10,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B107,PC05,B107,Polling Station 107,Andole,2025-11-01,5032,2616,2415,402,603,56,vulnerable,60,5,5,moderate,2025-10-25,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B108,PC05,B108,Polling Station 108,Andole,2025-11-01,5074,2638,2435,405,608,53,vulnerable,67,5,7,weak,2025-11-16,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B109,PC05,B109,Polling Station 109,Sangareddy,2025-11-01,5049,2625,2423,403,605,47,vulnerable,68,2,9,strong,2025-11-01,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B110,PC05,B110,Polling Station 110,Andole,2025-11-01,5051,2626,2424,404,606,51,vulnerable,38,5,19,weak,2025-10-11,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B111,PC05,B111,Polling Station 111,Narayankhed,2025-11-01,4999,2599,2399,399,599,90,secure,70,4,16,weak,2025-10-31,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B112,PC05,B112,Polling Station 112,Gajwel,2025-11-01,4969,2583,2385,397,596,73,moderate,71,2,12,weak,2025-10-21,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B113,PC05,B113,Polling Station 113,Narayankhed,2025-11-01,5049,2625,2423,403,605,84,secure,58,4,13,weak,2025-11-24,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B114,PC05,B114,Polling Station 114,Patancheru,2025-11-01,4953,2575,2377,396,594,79,secure,48,3,18,weak,2025-11-15,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B115,PC05,B115,Polling Station 115,Patancheru,2025-11-01,4951,2574,2376,396,594,92,secure,50,5,13,moderate,2025-10-30,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B116,PC05,B116,Polling Station 116,Gajwel,2025-11-01,5012,2606,2405,400,601,75,moderate,63,4,12,weak,2025-11-11,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B117,PC05,B117,Polling Station 117,Sangareddy,2025-11-01,4979,2589,2389,398,597,68,moderate,64,4,13,weak,2025-10-23,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B118,PC05,B118,Polling Station 118,Patancheru,2025-11-01,4988,2593,2394,399,598,46,vulnerable,69,2,20,moderate,2025-11-22,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B119,PC05,B119,Polling Station 119,Andole,2025-11-01,4955,2576,2378,396,594,54,vulnerable,66,2,11,moderate,2025-10-04,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B120,PC05,B120,Polling Station 120,Zahirabad,2025-11-01,4966,2582,2383,397,595,67,moderate,37,4,17,moderate,2025-10-10,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B121,PC05,B121,Polling Station 121,Narayankhed,2025-11-01,4982,2590,2391,398,597,50,vulnerable,57,5,7,strong,2025-10-27,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B122,PC05,B122,Polling Station 122,Patancheru,2025-11-01,5082,2642,2439,406,609,78,secure,68,4,11,strong,2025-11-26,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B123,PC05,B123,Polling Station 123,Zahirabad,2025-11-01,4911,2553,2357,392,589,58,vulnerable,69,5,9,strong,2025-10-28,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B124,PC05,B124,Polling Station 124,Sangareddy,2025-11-01,4949,2573,2375,395,593,93,secure,37,4,19,weak,2025-11-11,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B125,PC05,B125,Polling Station 125,Patancheru,2025-11-01,4939,2568,2370,395,592,63,moderate,31,4,5,moderate,2025-10-03,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B126,PC05,B126,Polling Station 126,Patancheru,2025-11-01,4975,2587,2388,398,597,86,secure,51,3,11,moderate,2025-10-31,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B127,PC05,B127,Polling Station 127,Sangareddy,2025-11-01,4990,2594,2395,399,598,50,vulnerable,49,4,11,moderate,2025-10-23,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B128,PC05,B128,Polling Station 128,Patancheru,2025-11-01,4965,2581,2383,397,595,49,vulnerable,56,2,11,weak,2025-11-22,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B129,PC05,B129,Polling Station 129,Zahirabad,2025-11-01,4926,2561,2364,394,591,87,secure,23,4,15,moderate,2025-10-05,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B130,PC05,B130,Polling Station 130,Dubbak,2025-11-01,5064,2633,2430,405,607,57,vulnerable,30,5,20,strong,2025-11-20,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B131,PC05,B131,Polling Station 131,Zahirabad,2025-11-01,5068,2635,2432,405,608,47,vulnerable,80,2,10,strong,2025-10-19,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B132,PC05,B132,Polling Station 132,Narayankhed,2025-11-01,4944,2570,2373,395,593,69,moderate,41,4,17,weak,2025-11-21,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B133,PC05,B133,Polling Station 133,Sangareddy,2025-11-01,4977,2588,2388,398,597,72,moderate,80,3,7,moderate,2025-11-11,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B134,PC05,B134,Polling Station 134,Zahirabad,2025-11-01,5022,2611,2410,401,602,65,moderate,62,5,13,strong,2025-10-13,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B135,PC05,B135,Polling Station 135,Dubbak,2025-11-01,5015,2607,2407,401,601,93,secure,39,4,5,moderate,2025-10-26,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B136,PC05,B136,Polling Station 136,Patancheru,2025-11-01,4968,2583,2384,397,596,81,secure,45,4,12,moderate,2025-10-18,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B137,PC05,B137,Polling Station 137,Gajwel,2025-11-01,5080,2641,2438,406,609,76,secure,72,3,19,strong,2025-10-31,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B138,PC05,B138,Polling Station 138,Dubbak,2025-11-01,5053,2627,2425,404,606,55,vulnerable,36,2,17,strong,2025-10-14,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B139,PC05,B139,Polling Station 139,Sangareddy,2025-11-01,5022,2611,2410,401,602,64,moderate,79,2,6,strong,2025-11-22,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B140,PC05,B140,Polling Station 140,Dubbak,2025-11-01,5053,2627,2425,404,606,80,secure,45,2,10,strong,2025-11-12,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B141,PC05,B141,Polling Station 141,Narayankhed,2025-11-01,4944,2570,2373,395,593,93,secure,29,4,12,moderate,2025-11-28,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B142,PC05,B142,Polling Station 142,Sangareddy,2025-11-01,5074,2638,2435,405,608,66,moderate,78,4,5,strong,2025-10-18,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B143,PC05,B143,Polling Station 143,Andole,2025-11-01,5069,2635,2433,405,608,70,moderate,21,4,20,strong,2025-10-13,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B144,PC05,B144,Polling Station 144,Dubbak,2025-11-01,4933,2565,2367,394,591,79,secure,29,3,19,moderate,2025-11-07,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B145,PC05,B145,Polling Station 145,Dubbak,2025-11-01,4968,2583,2384,397,596,50,vulnerable,79,5,13,weak,2025-10-18,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B146,PC05,B146,Polling Station 146,Andole,2025-11-01,4901,2548,2352,392,588,87,secure,23,4,5,strong,2025-11-15,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B147,PC05,B147,Polling Station 147,Zahirabad,2025-11-01,4902,2549,2352,392,588,74,moderate,78,4,8,moderate,2025-10-08,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B148,PC05,B148,Polling Station 148,Sangareddy,2025-11-01,4957,2577,2379,396,594,80,secure,62,5,16,strong,2025-10-07,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B149,PC05,B149,Polling Station 149,Andole,2025-11-01,5087,2645,2441,406,610,72,moderate,74,4,17,weak,2025-10-26,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B150,PC05,B150,Polling Station 150,Dubbak,2025-11-01,4913,2554,2358,393,589,80,secure,42,5,14,moderate,2025-11-12,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B151,PC05,B151,Polling Station 151,Patancheru,2025-11-01,4991,2595,2395,399,598,73,moderate,72,2,19,weak,2025-10-22,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B152,PC05,B152,Polling Station 152,Narayankhed,2025-11-01,4941,2569,2371,395,592,61,moderate,32,4,7,strong,2025-11-16,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B153,PC05,B153,Polling Station 153,Sangareddy,2025-11-01,4950,2574,2376,396,594,92,secure,39,3,5,weak,2025-10-30,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B154,PC05,B154,Polling Station 154,Dubbak,2025-11-01,5020,2610,2409,401,602,92,secure,34,4,12,weak,2025-10-25,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B155,PC05,B155,Polling Station 155,Andole,2025-11-01,5038,2619,2418,403,604,83,secure,69,5,6,weak,2025-11-23,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B156,PC05,B156,Polling Station 156,Zahirabad,2025-11-01,5020,2610,2409,401,602,82,secure,52,3,19,moderate,2025-10-13,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B157,PC05,B157,Polling Station 157,Sangareddy,2025-11-01,4982,2590,2391,398,597,74,moderate,71,5,5,strong,2025-11-24,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B158,PC05,B158,Polling Station 158,Andole,2025-11-01,4958,2578,2379,396,594,70,moderate,78,4,18,weak,2025-11-28,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B159,PC05,B159,Polling Station 159,Patancheru,2025-11-01,4911,2553,2357,392,589,58,vulnerable,66,4,12,moderate,2025-10-24,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B160,PC05,B160,Polling Station 160,Andole,2025-11-01,5015,2607,2407,401,601,72,moderate,28,3,5,moderate,2025-10-01,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B161,PC05,B161,Polling Station 161,Zahirabad,2025-11-01,4932,2564,2367,394,591,54,vulnerable,22,3,14,weak,2025-10-23,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B162,PC05,B162,Polling Station 162,Sangareddy,2025-11-01,4913,2554,2358,393,589,90,secure,72,2,14,weak,2025-11-21,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B163,PC05,B163,Polling Station 163,Sangareddy,2025-11-01,5054,2628,2425,404,606,66,moderate,68,3,6,moderate,2025-10-30,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B164,PC05,B164,Polling Station 164,Gajwel,2025-11-01,4939,2568,2370,395,592,61,moderate,38,4,16,strong,2025-11-24,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B165,PC05,B165,Polling Station 165,Narayankhed,2025-11-01,5048,2624,2423,403,605,89,secure,30,5,9,moderate,2025-10-18,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B166,PC05,B166,Polling Station 166,Zahirabad,2025-11-01,4993,2596,2396,399,599,51,vulnerable,45,4,9,moderate,2025-11-08,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B167,PC05,B167,Polling Station 167,Narayankhed,2025-11-01,4938,2567,2370,395,592,49,vulnerable,66,5,19,moderate,2025-10-04,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B168,PC05,B168,Polling Station 168,Dubbak,2025-11-01,4930,2563,2366,394,591,73,moderate,31,5,15,moderate,2025-11-04,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B169,PC05,B169,Polling Station 169,Gajwel,2025-11-01,4950,2574,2376,396,594,53,vulnerable,58,4,15,weak,2025-11-04,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B170,PC05,B170,Polling Station 170,Dubbak,2025-11-01,4938,2567,2370,395,592,68,moderate,38,5,6,strong,2025-10-13,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B171,PC05,B171,Polling Station 171,Gajwel,2025-11-01,4952,2575,2376,396,594,52,vulnerable,71,5,5,moderate,2025-11-09,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B172,PC05,B172,Polling Station 172,Gajwel,2025-11-01,5057,2629,2427,404,606,53,vulnerable,69,2,18,weak,2025-11-08,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B173,PC05,B173,Polling Station 173,Zahirabad,2025-11-01,4936,2566,2369,394,592,91,secure,34,5,7,strong,2025-11-19,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B174,PC05,B174,Polling Station 174,Sangareddy,2025-11-01,4982,2590,2391,398,597,63,moderate,73,5,19,weak,2025-10-02,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B175,PC05,B175,Polling Station 175,Gajwel,2025-11-01,5007,2603,2403,400,600,91,secure,56,5,7,strong,2025-10-07,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B176,PC05,B176,Polling Station 176,Sangareddy,2025-11-01,4900,2548,2352,392,588,93,secure,71,5,10,moderate,2025-10-03,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B177,PC05,B177,Polling Station 177,Gajwel,2025-11-01,5049,2625,2423,403,605,59,vulnerable,34,4,13,weak,2025-11-26,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B178,PC05,B178,Polling Station 178,Sangareddy,2025-11-01,4954,2576,2377,396,594,65,moderate,33,4,18,strong,2025-11-18,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B179,PC05,B179,Polling Station 179,Patancheru,2025-11-01,4956,2577,2378,396,594,53,vulnerable,34,5,19,moderate,2025-11-10,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B180,PC05,B180,Polling Station 180,Sangareddy,2025-11-01,4929,2563,2365,394,591,63,moderate,59,3,5,strong,2025-10-20,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B181,PC05,B181,Polling Station 181,Patancheru,2025-11-01,4998,2598,2399,399,599,64,moderate,41,4,5,strong,2025-10-09,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B182,PC05,B182,Polling Station 182,Zahirabad,2025-11-01,5051,2626,2424,404,606,72,moderate,47,2,19,moderate,2025-11-21,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B183,PC05,B183,Polling Station 183,Andole,2025-11-01,5022,2611,2410,401,602,76,secure,54,2,15,weak,2025-10-28,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B184,PC05,B184,Polling Station 184,Gajwel,2025-11-01,4903,2549,2353,392,588,49,vulnerable,64,5,19,strong,2025-10-28,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B185,PC05,B185,Polling Station 185,Sangareddy,2025-11-01,4928,2562,2365,394,591,60,vulnerable,70,2,11,strong,2025-11-02,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B186,PC05,B186,Polling Station 186,Andole,2025-11-01,5087,2645,2441,406,610,54,vulnerable,30,4,14,moderate,2025-10-01,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B187,PC05,B187,Polling Station 187,Narayankhed,2025-11-01,5093,2648,2444,407,611,59,vulnerable,71,5,11,weak,2025-10-23,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B188,PC05,B188,Polling Station 188,Dubbak,2025-11-01,5032,2616,2415,402,603,94,secure,75,3,11,moderate,2025-10-11,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B189,PC05,B189,Polling Station 189,Patancheru,2025-11-01,4978,2588,2389,398,597,64,moderate,29,2,14,strong,2025-10-29,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B190,PC05,B190,Polling Station 190,Patancheru,2025-11-01,5008,2604,2403,400,600,84,secure,42,5,13,strong,2025-10-20,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B191,PC05,B191,Polling Station 191,Gajwel,2025-11-01,5037,2619,2417,402,604,87,secure,58,5,7,moderate,2025-10-05,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B192,PC05,B192,Polling Station 192,Narayankhed,2025-11-01,5000,2600,2400,400,600,88,secure,36,3,13,weak,2025-11-23,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B193,PC05,B193,Polling Station 193,Sangareddy,2025-11-01,4974,2586,2387,397,596,77,secure,44,5,17,moderate,2025-11-18,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B194,PC05,B194,Polling Station 194,Dubbak,2025-11-01,4996,2597,2398,399,599,95,secure,80,4,13,weak,2025-10-04,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B195,PC05,B195,Polling Station 195,Narayankhed,2025-11-01,5088,2645,2442,407,610,66,moderate,46,2,5,weak,2025-11-10,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B196,PC05,B196,Polling Station 196,Sangareddy,2025-11-01,4968,2583,2384,397,596,56,vulnerable,80,2,6,strong,2025-10-25,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B197,PC05,B197,Polling Station 197,Dubbak,2025-11-01,4965,2581,2383,397,595,63,moderate,74,4,10,weak,2025-10-16,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B198,PC05,B198,Polling Station 198,Patancheru,2025-11-01,4948,2572,2375,395,593,77,secure,42,4,18,moderate,2025-10-11,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B199,PC05,B199,Polling Station 199,Gajwel,2025-11-01,5076,2639,2436,406,609,62,moderate,57,3,16,moderate,2025-10-18,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B200,PC05,B200,Polling Station 200,Narayankhed,2025-11-01,5061,2631,2429,404,607,74,moderate,34,2,6,moderate,2025-10-10,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B201,PC05,B201,Polling Station 201,Patancheru,2025-11-01,4993,2596,2396,399,599,54,vulnerable,43,5,16,strong,2025-10-27,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B202,PC05,B202,Polling Station 202,Zahirabad,2025-11-01,4943,2570,2372,395,593,70,moderate,70,2,12,moderate,2025-10-24,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B203,PC05,B203,Polling Station 203,Gajwel,2025-11-01,4917,2556,2360,393,590,78,secure,67,5,18,strong,2025-10-21,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B204,PC05,B204,Polling Station 204,Andole,2025-11-01,4981,2590,2390,398,597,85,secure,57,3,16,moderate,2025-10-15,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B205,PC05,B205,Polling Station 205,Gajwel,2025-11-01,5046,2623,2422,403,605,46,vulnerable,48,5,15,moderate,2025-10-02,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B206,PC05,B206,Polling Station 206,Patancheru,2025-11-01,5083,2643,2439,406,609,80,secure,40,4,5,strong,2025-10-13,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B207,PC05,B207,Polling Station 207,Gajwel,2025-11-01,5064,2633,2430,405,607,91,secure,22,4,18,weak,2025-10-06,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B208,PC05,B208,Polling Station 208,Narayankhed,2025-11-01,4916,2556,2359,393,589,54,vulnerable,45,5,20,weak,2025-11-09,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC05_B209,PC05,B209,Polling Station 209,Narayankhed,2025-11-01,5045,2623,2421,403,605,55,vulnerable,60,5,20,moderate,2025-10-31,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC06_B001,PC06,B001,Polling Station 1,Siddipet,2025-11-01,5205,2706,2498,416,624,60,vulnerable,27,2,11,moderate,2025-10-01,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC06_B002,PC06,B002,Polling Station 2,Dharmapuri,2025-11-01,5103,2653,2449,408,612,73,moderate,35,4,16,weak,2025-11-03,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC06_B003,PC06,B003,Polling Station 3,Narsapur,2025-11-01,5194,2700,2493,415,623,90,secure,38,5,7,strong,2025-11-22,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC06_B004,PC06,B004,Polling Station 4,Narsapur,2025-11-01,5112,2658,2453,408,613,65,moderate,26,4,13,strong,2025-11-27,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC06_B005,PC06,B005,Polling Station 5,Dharmapuri,2025-11-01,5148,2676,2471,411,617,93,secure,38,4,18,strong,2025-10-31,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC06_B006,PC06,B006,Polling Station 6,Narsapur,2025-11-01,5209,2708,2500,416,625,60,vulnerable,58,2,11,moderate,2025-10-21,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC06_B007,PC06,B007,Polling Station 7,Medak,2025-11-01,5142,2673,2468,411,617,63,moderate,52,5,11,moderate,2025-10-06,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC06_B008,PC06,B008,Polling Station 8,Dharmapuri,2025-11-01,5072,2637,2434,405,608,83,secure,34,5,13,weak,2025-11-21,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
