kpi_id,constituency_id,report_date,visits_conducted,people_contacted,grievances_received,grievances_resolved,events_conducted,resources_distributed,promises_on_track,promises_delayed,alert_count,critical_alerts,sentiment_score,media_mentions,social_engagement,created_at
f472c791-e389-43e0-b5c7-ddd4796dcccf,PC05,2025-08-09,0,339,26,20,2,78,23,3,6,1,0.73,11,4251,2025-08-09 23:55:00
02957b91-34e8-465e-8c5b-ab85a6762c77,PC05,2025-08-10,1,691,13,14,1,146,22,7,6,3,0.42,12,4645,2025-08-10 23:55:00
a4635ff2-63e9-4195-9b97-966fc37c6ef0,PC05,2025-08-11,1,505,6,17,2,147,16,5,8,0,0.49,9,4139,2025-08-11 23:55:00
807722fb-6192-4b4b-a10d-b7c1bd6c72ff,PC05,2025-08-12,4,247,8,27,0,110,21,6,4,1,0.55,8,3030,2025-08-12 23:55:00
edb518c0-ed4c-40bd-b3c6-aa294d277209,PC05,2025-08-13,4,460,5,13,1,94,18,3,1,3,0.47,1,4560,2025-08-13 23:55:00
1926455f-733e-4a17-8ef5-3d545b1b42b1,PC05,2025-08-14,4,233,10,11,0,89,18,2,8,3,0.83,11,3687,2025-08-14 23:55:00
dc279d79-07eb-4973-aebb-c7b0cf079bf8,PC05,2025-08-15,0,618,11,27,0,128,30,7,7,3,0.78,11,3943,2025-08-15 23:55:00
713a0791-9fc8-4232-96d3-dd786e719796,PC05,2025-08-16,5,73,6,21,0,80,21,5,3,2,0.49,7,3563,2025-08-16 23:55:00
c28f7e29-9286-46c7-ad38-bf655fc9ded8,PC05,2025-08-17,0,699,30,26,0,123,30,2,7,3,0.43,4,1448,2025-08-17 23:55:00
a207a977-ace7-4b04-ad5c-48ff09663491,PC05,2025-08-18,0,364,23,13,0,86,18,6,2,1,0.64,7,3404,2025-08-18 23:55:00
88bffaea-22b4-4edb-a9fe-bc0504cde655,PC05,2025-08-19,2,798,29,3,0,62,18,6,5,0,0.51,0,3057,2025-08-19 23:55:00
ce46defc-17d5-4fb0-a2e2-2a47be14a424,PC05,2025-08-20,0,55,22,9,0,90,22,8,7,2,0.43,1,2165,2025-08-20 23:55:00
5f4c95cf-82bd-4f60-8e3a-572aded2eb94,PC05,2025-08-21,3,670,21,26,1,105,28,4,1,0,0.69,2,3783,2025-08-21 23:55:00
1d71c778-d73a-4141-9a2b-b923be72b986,PC05,2025-08-22,2,499,10,26,3,38,21,5,3,2,0.6,10,1136,2025-08-22 23:55:00
6c38c03d-d3ab-48f7-b8d9-1a386d8ef726,PC05,2025-08-23,0,74,19,19,3,113,29,5,2,0,0.7,4,1963,2025-08-23 23:55:00
7e8017d2-97bf-413b-b871-9c1da25e9375,PC05,2025-08-24,0,247,6,3,1,39,29,4,6,0,0.42,5,1241,2025-08-24 23:55:00
8a8889c2-8f68-45f4-8115-0d65bc430680,PC05,2025-08-25,4,192,27,4,2,104,19,8,6,0,0.56,1,2874,2025-08-25 23:55:00
f6fc31e7-027c-4580-88f8-9835fde84aff,PC05,2025-08-26,1,722,25,23,1,37,22,4,4,2,0.7,10,2661,2025-08-26 23:55:00
380bddd2-59ac-465f-b44d-e59cdda335b4,PC05,2025-08-27,3,106,35,26,2,0,25,2,1,0,0.43,2,1354,2025-08-27 23:55:00
6b36fc2f-5ea3-4d8c-835e-1249288cf13a,PC05,2025-08-28,1,291,11,25,3,67,25,8,8,1,0.61,7,4911,2025-08-28 23:55:00
eb4d3718-ccdc-47c5-8f77-b9449f707c57,PC05,2025-08-29,1,560,34,16,2,128,30,4,4,1,0.82,4,2466,2025-08-29 23:55:00
8b9e7865-6225-4c1f-a34f-349f240471a9,PC05,2025-08-30,0,123,22,26,3,92,28,5,1,0,0.53,1,535,2025-08-30 23:55:00
a50cf2e9-cb39-41fe-81b4-f571c0d936b9,PC05,2025-08-31,4,384,34,22,3,24,18,6,8,3,0.52,0,2056,2025-08-31 23:55:00
3423fa02-fac6-4ad5-85d1-42c2025f46d7,PC05,2025-09-01,3,248,7,27,2,45,17,3,2,0,0.56,4,3704,2025-09-01 23:55:00
f50c7ba0-e633-4767-a7ce-e1fbd26cf6be,PC05,2025-09-02,2,159,19,7,3,42,23,2,8,0,0.43,7,545,2025-09-02 23:55:00
dd1988cc-6255-4276-b108-b236c5bc6763,PC05,2025-09-03,2,709,24,28,1,150,28,7,5,1,0.6,10,2878,2025-09-03 23:55:00
1d9fdbc8-2213-481c-90cb-4effe7926ffa,PC05,2025-09-04,4,545,6,22,3,62,26,2,3,3,0.53,5,3230,2025-09-04 23:55:00
6a0c1f57-5e15-4c92-a690-8ff9ee2f900c,PC05,2025-09-05,4,300,6,21,1,52,28,8,1,3,0.66,5,4710,2025-09-05 23:55:00
fd1fb978-c80b-47b4-9153-07424ac5c191,PC05,2025-09-06,2,463,23,26,1,148,18,3,4,1,0.58,4,4557,2025-09-06 23:55:00
1224da43-a83b-4f3c-8cfa-b8640bc04fae,PC05,2025-09-07,3,636,23,7,0,50,24,2,3,2,0.42,9,4922,2025-09-07 23:55:00
20afd866-a28b-42d9-85bf-cb478aa93f5d,PC05,2025-09-08,4,616,13,10,0,100,22,8,1,3,0.5,6,929,2025-09-08 23:55:00
7e4a4893-391e-4e2b-8f2f-0c67cee174d8,PC05,2025-09-09,4,526,5,17,3,135,29,4,2,3,0.7,3,4612,2025-09-09 23:55:00
4b6cae64-862c-4c8a-8ee9-84ac008835da,PC05,2025-09-10,4,373,15,10,0,16,21,5,8,3,0.59,5,2806,2025-09-10 23:55:00
82efbe69-710d-4ecb-bd9a-920b52deb4c7,PC05,2025-09-11,5,99,15,30,1,146,28,7,8,1,0.4,6,964,2025-09-11 23:55:00
d4438cab-50da-4cfc-86da-2f7ec8f9cf8d,PC05,2025-09-12,3,516,18,8,1,68,19,8,7,3,0.8,8,1531,2025-09-12 23:55:00
5a185554-6bea-4be6-982f-2143f5e715aa,PC05,2025-09-13,4,98,18,20,3,50,23,4,2,0,0.41,2,1185,2025-09-13 23:55:00
c3ce162b-da15-45dc-b574-968836adfa21,PC05,2025-09-14,1,246,18,10,2,28,27,8,6,1,0.55,2,3324,2025-09-14 23:55:00
36a2dc5c-ebe8-4e71-90f5-4b32fbfbcf34,PC05,2025-09-15,1,328,23,3,1,137,21,8,1,2,0.72,1,2247,2025-09-15 23:55:00
e98637f3-d663-4b5c-92a6-86e85966898a,PC05,2025-09-16,3,149,23,15,3,104,27,7,2,1,0.68,3,1397,2025-09-16 23:55:00
c798be15-7d58-48ee-a8d3-78023396f81a,PC05,2025-09-17,3,749,30,24,3,4,30,7,7,0,0.71,6,2904,2025-09-17 23:55:00
28791199-4ac8-4f31-9d39-930b3077586b,PC05,2025-09-18,2,687,34,13,1,144,29,7,3,2,0.79,0,3487,2025-09-18 23:55:00
e6aec836-b660-4983-bc5a-35532626ceaa,PC05,2025-09-19,3,59,32,29,1,124,21,3,1,2,0.54,5,1895,2025-09-19 23:55:00
990c63d4-031b-43ac-93e2-860414b4234a,PC05,2025-09-20,1,72,8,25,1,77,29,5,8,0,0.82,11,4228,2025-09-20 23:55:00
45753985-4401-4130-89e8-4d798a0583a4,PC05,2025-09-21,5,417,16,11,2,45,15,7,4,1,0.75,11,1791,2025-09-21 23:55:00
1034bc01-9d3b-4fb2-9145-415a5ed90412,PC05,2025-09-22,0,749,6,4,0,124,29,2,3,0,0.83,7,4480,2025-09-22 23:55:00
5d78d751-e4b7-4486-9681-0b42f5f3776c,PC05,2025-09-23,5,389,14,23,0,145,28,5,3,1,0.44,7,2612,2025-09-23 23:55:00
0fbb042c-d4e1-47d7-9676-a956f9030d2d,PC05,2025-09-24,3,565,8,19,1,93,25,2,2,2,0.66,5,2842,2025-09-24 23:55:00
f3949cd6-372a-4a03-8a1c-3d1b45e79348,PC05,2025-09-25,4,64,12,18,1,0,18,5,2,0,0.5,3,1053,2025-09-25 23:55:00
0c8851ac-c0dc-4bcc-973d-67cc88b3624c,PC05,2025-09-26,2,494,28,13,1,64,18,5,4,3,0.6,10,2741,2025-09-26 23:55:00
33e3ba21-50a3-4f16-ab63-1a5d060b9dde,PC05,2025-09-27,1,481,23,15,2,137,21,4,5,2,0.54,11,1093,2025-09-27 23:55:00
5a0461cb-b8f5-4b6d-b0c6-7a5f76344151,PC05,2025-09-28,3,275,32,16,3,28,28,5,6,0,0.7,12,1078,2025-09-28 23:55:00
85809b36-f55b-478c-8762-d608aa5e3dea,PC05,2025-09-29,5,212,6,5,2,133,18,3,5,0,0.83,7,3184,2025-09-29 23:55:00
86e92abf-c3b9-4401-87f6-e3ac4982e654,PC05,2025-09-30,5,678,24,30,2,105,25,2,4,2,0.74,4,2751,2025-09-30 23:55:00
6cc7825a-d5ca-4361-aaa4-2053c027645a,PC05,2025-10-01,2,61,14,16,1,127,27,6,7,3,0.77,2,2661,2025-10-01 23:55:00
19b0b3a1-1d9b-4b7d-81f3-3c2b25a03233,PC05,2025-10-02,4,470,14,25,0,23,30,7,4,2,0.43,0,4383,2025-10-02 23:55:00
15b0c117-f04d-476a-9f22-85e4c003943b,PC05,2025-10-03,0,605,19,20,1,47,28,2,4,0,0.65,5,4717,2025-10-03 23:55:00
feb472fc-f8a8-46c1-a931-aa8901f3a129,PC05,2025-10-04,1,562,18,10,0,65,26,4,1,0,0.52,3,2475,2025-10-04 23:55:00
2e8f95ac-3c1e-49e5-b89b-d4261533cb86,PC05,2025-10-05,0,706,22,19,0,16,15,3,6,3,0.67,4,4615,2025-10-05 23:55:00
09411f45-296a-4e0e-b13b-7a2b882ce7e4,PC05,2025-10-06,0,207,16,5,3,57,17,2,7,1,0.46,2,2183,2025-10-06 23:55:00
ca9ac83a-32cd-49fb-a76a-68bb2000d31d,PC05,2025-10-07,3,688,30,24,2,90,22,7,8,0,0.63,8,1959,2025-10-07 23:55:00
dbe44970-d2df-46c6-8db7-5f1da32fa890,PC05,2025-10-08,3,629,30,18,3,51,22,6,2,0,0.69,6,4697,2025-10-08 23:55:00
8fa48986-e2cc-48c4-b8d0-94aaed4c39a9,PC05,2025-10-09,4,532,29,30,1,56,17,5,7,0,0.42,9,2871,2025-10-09 23:55:00
34150dbc-d6c1-4390-819b-c32775b652e2,PC05,2025-10-10,1,178,15,14,2,37,19,2,1,1,0.7,12,4833,2025-10-10 23:55:00
fd4db7f8-bc68-4a9e-95d1-821976cf81d1,PC05,2025-10-11,1,293,29,26,2,38,24,7,4,1,0.72,9,4671,2025-10-11 23:55:00
ad569caa-5e2b-4dad-8541-e86fe473a1ea,PC05,2025-10-12,2,420,10,20,2,143,16,4,4,0,0.79,6,4587,2025-10-12 23:55:00
6f8680cd-5dd9-44c3-8a2b-bdbfe066be3f,PC05,2025-10-13,5,770,28,16,0,72,27,6,2,2,0.68,2,1384,2025-10-13 23:55:00
10441071-7476-48fa-8a5c-73f506516adc,PC05,2025-10-14,1,252,13,13,1,52,28,8,6,1,0.71,1,2145,2025-10-14 23:55:00
815df4b9-4b9c-40ed-8853-1de07638a4d5,PC05,2025-10-15,1,307,16,10,1,63,19,6,8,1,0.85,2,2770,2025-10-15 23:55:00
87b66be0-4194-4b67-a383-fa1343b621bf,PC05,2025-10-16,5,468,9,27,3,36,30,3,6,0,0.79,6,614,2025-10-16 23:55:00
015ff800-7215-48a7-a7de-6e40f144603c,PC05,2025-10-17,0,606,20,27,3,59,23,6,5,3,0.65,11,4186,2025-10-17 23:55:00
00fbf49c-c2a7-47e2-90f3-7ebc3820584f,PC05,2025-10-18,3,228,9,7,0,77,26,8,6,2,0.66,3,1979,2025-10-18 23:55:00
faabdfc5-f4c3-4770-8c76-6d7ffbc6d020,PC05,2025-10-19,3,662,6,23,1,147,25,3,8,3,0.53,10,1651,2025-10-19 23:55:00
4c1c7f6a-b084-494e-8018-ac3afe6d1dcf,PC05,2025-10-20,4,86,17,30,2,126,16,8,1,2,0.84,2,845,2025-10-20 23:55:00
a963ed7c-988c-49d7-b7ae-b9736b44d5d8,PC05,2025-10-21,0,408,7,14,3,93,23,3,7,2,0.57,5,1922,2025-10-21 23:55:00
80af5685-be1e-46d7-987e-11643bba6a15,PC05,2025-10-22,1,113,18,4,0,137,25,7,8,3,0.43,9,1206,2025-10-22 23:55:00
b06077ec-2336-4c17-a36f-a50135c012c9,PC05,2025-10-23,1,362,15,26,0,115,17,8,8,2,0.4,1,548,2025-10-23 23:55:00
65ba2804-61ff-4e1a-a589-5fb81598ad58,PC05,2025-10-24,0,623,34,25,0,18,22,6,8,2,0.66,2,3251,2025-10-24 23:55:00
75299107-3301-44c3-8aef-cc95f5008568,PC05,2025-10-25,1,238,5,17,3,138,29,7,7,3,0.74,8,2361,2025-10-25 23:55:00
3c197a9d-50e2-40a5-ae02-52e5bc0225cd,PC05,2025-10-26,4,149,32,16,1,113,27,4,6,1,0.51,3,1187,2025-10-26 23:55:00
702a8c22-a20d-4a0a-abea-e199ba7ce6db,PC05,2025-10-27,4,515,21,20,1,78,18,6,6,2,0.5,7,4955,2025-10-27 23:55:00
fb79b121-152e-446a-be6a-a1823a814865,PC05,2025-10-28,2,91,27,11,1,108,30,2,1,1,0.8,9,1378,2025-10-28 23:55:00
6a32fa5a-e7d6-44a1-b6c8-2ff77742f878,PC05,2025-10-29,0,681,35,10,2,10,25,6,6,3,0.73,12,3345,2025-10-29 23:55:00
a0f99f3d-9dc5-40a1-a6ab-67d03619fc34,PC05,2025-10-30,2,502,7,13,0,124,29,2,6,1,0.68,10,2070,2025-10-30 23:55:00
7dbc5ce4-69db-4eb2-8d43-3765271456c7,PC05,2025-10-31,3,448,23,9,2,3,17,6,8,2,0.78,4,3307,2025-10-31 23:55:00
2b9eb7e9-41e6-4925-8f8b-024c9878ecc9,PC05,2025-11-01,3,285,16,22,1,12,25,3,7,2,0.74,7,1468,2025-11-01 23:55:00
9de83013-a403-4062-b26e-7d7b3cb957a7,PC05,2025-11-02,5,682,13,17,1,12,30,2,2,0,0.43,1,1864,2025-11-02 23:55:00
d323d992-15ab-4862-87ef-39165a76ae98,PC05,2025-11-03,4,212,33,24,1,64,25,8,4,0,0.7,10,1100,2025-11-03 23:55:00
3c3ea989-5068-4cce-bb4c-111ba28ffeb7,PC05,2025-11-04,1,418,27,29,0,33,25,4,1,0,0.68,9,3567,2025-11-04 23:55:00
7230fc7b-df7e-4db7-a2e2-a7560a80bd68,PC05,2025-11-05,4,456,31,14,3,92,17,5,8,1,0.5,0,3498,2025-11-05 23:55:00
f4a7bbc8-a996-459f-9a76-e5e37b309053,PC05,2025-11-06,4,388,15,23,2,45,25,6,4,2,0.64,2,1013,2025-11-06 23:55:00
6b2a095b-ca1f-45b0-af86-cabb349ca07c,PC05,2025-11-07,1,347,13,9,0,67,24,5,7,3,0.44,2,738,2025-11-07 23:55:00
a8e1eea0-a98d-408f-bf35-1c58d34c2be5,PC05,2025-11-08,2,173,34,24,2,3,24,8,6,3,0.49,11,1695,2025-11-08 23:55:00
cbd31e4d-d841-4b8f-a18f-b5882ede318b,PC05,2025-11-09,2,413,17,13,1,90,18,2,6,0,0.54,0,3494,2025-11-09 23:55:00
fd7a93ce-20fe-4154-8d54-7cb3c8180f49,PC05,2025-11-10,4,763,8,12,2,129,16,7,7,1,0.82,0,1483,2025-11-10 23:55:00
2138ea22-6c67-413c-8faf-2027a247ac40,PC05,2025-11-11,4,159,21,11,1,148,19,4,7,1,0.5,10,1223,2025-11-11 23:55:00
178ed922-3128-44bd-91d6-bb13f0523663,PC05,2025-11-12,5,675,9,7,1,36,19,3,6,2,0.79,7,4603,2025-11-12 23:55:00
3fd4f765-e584-407d-bd33-920b196518b3,PC05,2025-11-13,2,770,21,9,1,33,17,2,7,3,0.55,7,1619,2025-11-13 23:55:00
1f0c5fba-9290-4c61-b89c-e31453d33f45,PC05,2025-11-14,1,234,25,4,2,112,19,4,1,0,0.83,9,2067,2025-11-14 23:55:00
8d68d678-b9b2-401f-951d-09b1bb9dafe7,PC05,2025-11-15,0,92,14,15,2,51,23,2,3,3,0.43,5,4153,2025-11-15 23:55:00
8041562e-27a6-4eac-b688-aef2c7204bee,PC05,2025-11-16,2,124,26,25,3,8,19,5,2,1,0.81,4,976,2025-11-16 23:55:00
fa9e4bc6-bf50-4742-b551-3825f495dab0,PC05,2025-11-17,5,794,30,9,3,97,27,6,2,1,0.81,4,3150,2025-11-17 23:55:00
166812ac-19a4-4444-986c-1fb5b83c488a,PC05,2025-11-18,3,789,18,30,3,133,23,7,6,2,0.48,12,2356,2025-11-18 23:55:00
f84fc99a-7c57-4af8-9599-be32e3aef39d,PC05,2025-11-19,5,286,34,6,3,138,25,2,2,1,0.84,1,1833,2025-11-19 23:55:00
9de7fcf9-8c15-4625-b43e-47734e5072b7,PC05,2025-11-20,2,122,23,5,3,93,18,5,3,3,0.59,4,3635,2025-11-20 23:55:00
3fab9c1f-9f3e-4776-b0b6-fd2c1fb7f782,PC05,2025-11-21,0,358,28,19,1,42,20,2,5,1,0.64,6,1107,2025-11-21 23:55:00
1274dd82-db0c-442a-9576-850b01ae32ac,PC05,2025-11-22,0,734,10,16,0,98,16,3,8,1,0.65,0,4076,2025-11-22 23:55:00
842273d5-5031-49da-a473-7169ae30833a,PC05,2025-11-23,1,361,20,29,0,35,24,8,3,1,0.7,8,1008,2025-11-23 23:55:00
5e5fe61b-4b3c-40fe-a2f3-f4caba42b40e,PC05,2025-11-24,4,321,23,13,3,18,15,7,1,3,0.48,10,2742,2025-11-24 23:55:00
8b439aba-5e8c-4129-ad37-3d62edb8f1f9,PC05,2025-11-25,4,306,32,24,0,18,17,6,5,0,0.85,7,3886,2025-11-25 23:55:00
7f64e04b-018d-4a5d-a8d9-5dafdbbcca75,PC05,2025-11-26,0,708,32,14,0,91,22,3,7,0,0.7,11,3384,2025-11-26 23:55:00
2ea81526-2f18-44fc-aad6-6de9393742d0,PC05,2025-11-27,0,566,34,9,1,9,28,2,7,1,0.47,5,748,2025-11-27 23:55:00
da9c25e0-702c-45d5-8b3c-ec97f3c4ed1f,PC05,2025-11-28,1,306,11,4,0,6,30,7,1,0,0.5,10,639,2025-11-28 23:55:00
b0ea6de4-aef2-4a4c-8a15-0a20a003573f,PC05,2025-11-29,3,408,33,15,3,63,20,7,3,1,0.79,5,1526,2025-11-29 23:55:00
ed8e06b6-e4d9-4939-86d7-66d34de97627,PC05,2025-11-30,4,55,28,5,0,15,17,7,6,1,0.78,10,2412,2025-11-30 23:55:00
38bd9fef-dcea-4d3f-89be-f91b53b35fb2,PC05,2025-12-01,4,705,6,26,1,146,21,8,4,3,0.74,4,842,2025-12-01 23:55:00
79aa0fc6-b97c-44a3-a7d7-18f37ec0ca71,PC05,2025-12-02,3,471,8,29,1,145,28,2,1,3,0.7,12,1186,2025-12-02 23:55:00
311ff7d0-3f96-4b71-9886-0e574e166c99,PC05,2025-12-03,5,76,30,5,3,100,28,6,8,1,0.85,12,772,2025-12-03 23:55:00
c1b13e15-42d6-4726-b986-b2ce4639da0a,PC05,2025-12-04,3,610,17,13,3,68,24,2,2,3,0.42,2,4240,2025-12-04 23:55:00
7eb75ed0-b282-4e0c-9272-6e7108c18a2f,PC05,2025-12-05,2,644,23,26,1,110,15,3,8,2,0.68,12,3112,2025-12-05 23:55:00
92dae566-8a4b-4a0e-ba8b-b3eae8a1f69d,PC05,2025-12-06,2,680,14,13,1,148,16,3,5,0,0.78,11,2674,2025-12-06 23:55:00
94180e9f-01e4-46e1-8184-ebf047d84056,PC05,2025-12-07,1,630,5,4,3,121,25,4,4,1,0.75,5,3152,2025-12-07 23:55:00
6ec8ee1d-2afa-43e9-b714-e32507acae8d,PC05,2025-12-08,0,343,6,20,1,14,30,4,8,1,0.44,4,1285,2025-12-08 23:55:00
866bcd11-7ea5-4003-8246-18388742fbfe,PC05,2025-12-09,2,513,32,30,3,68,22,7,3,0,0.57,12,4555,2025-12-09 23:55:00
0dd0a38b-bd88-48e2-a459-cc93b2997192,PC05,2025-12-10,5,625,14,3,2,84,30,3,1,1,0.49,10,1396,2025-12-10 23:55:00
00646ccf-92e7-4ea6-a3e6-1add85f58005,PC05,2025-12-11,3,758,25,7,0,16,25,7,1,3,0.83,9,2649,2025-12-11 23:55:00
240234fd-d9d6-4482-afff-a9ecf60b17a7,PC05,2025-12-12,4,118,20,8,1,109,23,5,5,1,0.62,6,4163,2025-12-12 23:55:00
0abd5d05-2f8e-4fe4-bd6e-e438071a91b3,PC05,2025-12-13,3,710,26,24,3,59,29,7,7,0,0.64,7,1186,2025-12-13 23:55:00
44cb7b36-3a78-4ce6-9cb7-f78f84b459cb,PC05,2025-12-14,5,648,21,9,1,114,25,6,8,2,0.78,1,1637,2025-12-14 23:55:00
f12fe90d-9388-47da-9569-2e5470f20b01,PC05,2025-12-15,1,651,15,19,1,50,17,8,3,3,0.73,5,2411,2025-12-15 23:55:00
9cbee7b2-f72b-42c2-8b6f-b9b7b2d319ce,PC05,2025-12-16,1,720,5,26,3,87,24,3,6,2,0.63,4,4684,2025-12-16 23:55:00
e9b655b8-5360-4c84-bf1b-fad0a7d03877,PC05,2025-12-17,4,632,27,5,2,84,22,3,3,3,0.47,3,3925,2025-12-17 23:55:00
2e873ea8-db2d-48d2-8c0a-bac01cae1d76,PC05,2025-12-18,1,213,21,24,0,4,16,3,6,1,0.67,9,2297,2025-12-18 23:55:00
f0bf7fa5-b124-4dba-b1b3-91a6e8a04aed,PC05,2025-12-19,3,552,27,29,2,123,20,5,4,2,0.59,2,3445,2025-12-19 23:55:00
67cb1553-70c5-4178-93e2-caed4044b7bb,PC05,2025-12-20,2,307,12,22,1,91,21,4,6,0,0.65,1,2170,2025-12-20 23:55:00
a202f2e8-054b-4568-9a9a-f8bf2a19de3a,PC05,2025-12-21,5,706,5,9,2,6,18,3,2,2,0.47,3,1356,2025-12-21 23:55:00
afcdf849-c58c-468c-8e8e-2657a13e91c2,PC05,2025-12-22,3,131,14,16,2,1,19,4,8,3,0.85,12,3044,2025-12-22 23:55:00
9266a4fc-b7fc-4174-9c85-a5a44cd80218,PC05,2025-12-23,5,542,28,19,0,103,18,7,1,2,0.57,9,2286,2025-12-23 23:55:00
d1f22c3f-60eb-4ebc-bf27-7e3170dfba38,PC05,2025-12-24,2,369,5,7,2,10,22,3,8,0,0.68,11,4142,2025-12-24 23:55:00
a667a91c-5152-486e-b36d-fb0bd409a7a6,PC05,2025-12-25,4,787,17,22,1,6,24,4,3,2,0.62,12,4146,2025-12-25 23:55:00
a9aa16be-e3f1-4dda-b480-113b567fbcea,PC05,2025-12-26,3,346,12,5,0,80,15,4,8,1,0.76,7,4038,2025-12-26 23:55:00
819ae746-4cc0-452e-950c-2ebe67ddaa78,PC05,2025-12-27,4,397,33,19,1,134,20,8,2,3,0.55,5,4206,2025-12-27 23:55:00
6cf1ee2f-dff4-46e5-9b8e-aff0796a301d,PC05,2025-12-28,3,524,9,21,3,77,18,6,6,3,0.68,0,1737,2025-12-28 23:55:00
e0a0c13a-c86b-4f30-804d-e7fb87a9f394,PC05,2025-12-29,0,597,22,20,2,103,23,2,1,1,0.51,11,3989,2025-12-29 23:55:00
d50dbfa0-93bb-42a4-ae78-e6916fb941d6,PC05,2025-12-30,1,124,10,18,1,63,17,7,2,2,0.6,9,2421,2025-12-30 23:55:00
c7a18a68-b5ad-4ba8-9fde-8e65333e18ee,PC05,2025-12-31,2,163,28,7,3,36,24,2,4,0,0.64,6,4685,2025-12-31 23:55:00
c58aa8c1-7c65-4215-818e-d74915bf4891,PC06,2025-01-01,1,597,6,25,1,134,19,8,5,0,0.81,1,2156,2025-01-01 23:55:00
d54dbe91-eb33-415b-a7a3-0e8e62e83c09,PC06,2025-01-02,4,489,35,17,2,114,25,5,2,0,0.66,7,608,2025-01-02 23:55:00
617c2eb3-daa3-42ba-8616-3a3cfc771bb6,PC06,2025-01-03,4,537,22,24,2,113,24,5,1,2,0.57,3,4109,2025-01-03 23:55:00
f4f3b42c-1aba-4287-81a1-212e2b87c852,PC06,2025-01-04,5,748,14,5,2,27,24,3,8,0,0.78,0,602,2025-01-04 23:55:00
c074d061-5a3a-4240-aaaf-8af151a20736,PC06,2025-01-05,3,296,34,20,3,108,26,7,2,1,0.54,10,741,2025-01-05 23:55:00
b6f8d669-9e71-4f7e-b498-304e3eaaf3bf,PC06,2025-01-06,2,459,10,20,1,11,28,6,5,0,0.8,7,3035,2025-01-06 23:55:00
7e4cee59-c3b6-44f1-8f2e-b20524a8a956,PC06,2025-01-07,2,787,16,21,1,74,22,8,2,3,0.71,6,1874,2025-01-07 23:55:00
af0444ce-c3a6-4275-92b3-8c03e6cbbd3f,PC06,2025-01-08,1,151,30,8,1,0,22,2,7,0,0.44,4,3505,2025-01-08 23:55:00
78ae7d3f-c181-477e-85c3-1cbe37174447,PC06,2025-01-09,2,278,17,26,2,65,25,4,5,1,0.7,10,4577,2025-01-09 23:55:00
2eb1f77b-996e-4ad0-bae8-94f7b5ec8de6,PC06,2025-01-10,5,120,31,14,3,65,15,3,7,3,0.47,2,3298,2025-01-10 23:55:00
645e4359-6031-4492-9092-327db5872ed7,PC06,2025-01-11,2,751,18,17,1,88,19,3,4,2,0.63,10,1818,2025-01-11 23:55:00
003237ca-9716-4f75-b399-f2bde35624ec,PC06,2025-01-12,4,357,26,8,1,26,24,2,7,0,0.63,11,2869,2025-01-12 23:55:00
b2d5c544-4eb8-405e-b4c0-3f70849658b2,PC06,2025-01-13,1,729,23,20,1,15,15,6,4,0,0.42,8,3061,2025-01-13 23:55:00
1b09b14b-4d57-4ad3-80a5-8a297a53917b,PC06,2025-01-14,1,782,17,24,0,5,17,6,5,2,0.78,1,2811,2025-01-14 23:55:00
6a09398d-9259-4d1b-95bd-885ba468ce4a,PC06,2025-01-15,5,129,23,14,3,78,24,2,2,3,0.65,0,2470,2025-01-15 23:55:00
f88408eb-14b3-4341-97ef-aa05c2fc0e54,PC06,2025-01-16,0,609,6,4,3,19,27,6,2,1,0.84,4,4079,2025-01-16 23:55:00
2e1c6b29-5e26-4cbd-8826-e504f65a72f0,PC06,2025-01-17,1,656,30,11,3,139,30,6,6,2,0.47,7,2237,2025-01-17 23:55:00
1676ac67-8ab0-47ad-a613-82da28b4eb9f,PC06,2025-01-18,4,631,8,12,2,38,22,2,4,0,0.42,2,1849,2025-01-18 23:55:00
f214c59a-e8e0-48a6-aa0c-fb5058af33d5,PC06,2025-01-19,1,507,17,16,1,119,30,3,5,1,0.45,1,2244,2025-01-19 23:55:00
f348ed66-a4db-42c2-b355-6cb3931f6df1,PC06,2025-01-20,0,702,15,10,3,88,16,6,8,0,0.57,11,3156,2025-01-20 23:55:00
bd0fd870-1b3f-4ab4-9c56-a19570305c46,PC06,2025-01-21,4,584,24,12,0,61,29,5,8,0,0.64,3,4344,2025-01-21 23:55:00
f9be9ac8-bfe4-4197-a655-600dda99e3a8,PC06,2025-01-22,1,418,24,27,0,84,29,2,3,3,0.6,11,1431,2025-01-22 23:55:00
a193541e-5650-4513-bfb0-d880e1de6ec7,PC06,2025-01-23,1,729,7,22,1,21,29,4,5,1,0.58,4,1467,2025-01-23 23:55:00
e45a6987-258a-4d74-a588-d25b6a366432,PC06,2025-01-24,5,790,15,10,0,27,19,6,6,3,0.62,11,2764,2025-01-24 23:55:00
181dd0a4-015c-4cb5-ad63-994866d43e19,PC06,2025-01-25,1,623,16,27,2,16,24,8,6,0,0.65,2,4601,2025-01-25 23:55:00
f149e988-8e45-4986-87d1-6f00ee072591,PC06,2025-01-26,1,660,17,7,3,150,23,3,2,1,0.45,6,1271,2025-01-26 23:55:00
5458a7a6-58d5-4925-8a27-71852cf658e6,PC06,2025-01-27,0,321,21,3,2,148,25,3,1,2,0.52,7,1549,2025-01-27 23:55:00
